trialIndex,blockId,arrowDirection,latency,blankDuration,fixationDurationInSec,response,result,isSaccade,blankDurationInFrameCount
0,0,R,200,,0.302,LeftResponse,incorrect,True,4.0
1,0,R,0,,0.283,RightResponse,correct,True,4.0
2,0,R,400,,0.244,RightResponse,correct,True,4.0
3,0,L,400,,0.218,LeftResponse,correct,True,3.0
4,0,L,50,,0.278,LeftResponse,correct,False,4.0
5,0,R,50,,0.228,LeftResponse,incorrect,True,4.0
6,0,L,50,,0.304,LeftResponse,correct,True,7.0
7,0,L,0,,0.223,NoResponse,incorrect,True,3.0
8,0,L,200,,0.362,LeftResponse,correct,True,7.0
9,0,R,0,,0.341,LeftResponse,incorrect,True,6.0
10,0,L,400,,0.209,RightResponse,incorrect,True,2.0
11,0,L,0,,0.299,LeftResponse,correct,True,9.0
12,0,R,50,,0.296,LeftResponse,incorrect,True,6.0
13,0,L,100,,0.259,LeftResponse,correct,False,4.0
14,0,L,100,,0.385,RightResponse,incorrect,True,4.0
15,0,R,100,,0.248,LeftResponse,incorrect,True,7.0
16,0,L,0,,0.354,LeftResponse,correct,True,8.0
17,0,L,50,,0.228,RightResponse,incorrect,True,9.0
18,0,L,400,,0.223,LeftResponse,correct,True,5.0
19,0,L,0,,0.204,RightResponse,incorrect,True,7.0
20,0,R,50,,0.323,LeftResponse,incorrect,True,12.0
21,0,L,100,,0.331,LeftResponse,correct,True,10.0
22,0,R,400,,0.233,LeftResponse,incorrect,True,4.0
23,0,L,400,,0.208,LeftResponse,correct,True,7.0
24,0,R,400,,0.391,RightResponse,correct,True,6.0
25,0,R,0,,0.264,RightResponse,correct,True,10.0
26,0,L,200,,0.349,RightResponse,incorrect,True,6.0
27,0,R,50,,0.384,LeftResponse,incorrect,True,15.0
28,0,L,50,,0.239,LeftResponse,correct,True,18.0
29,0,R,0,,0.204,LeftResponse,incorrect,True,9.0
30,0,R,200,,0.292,RightResponse,correct,True,9.0
31,0,R,100,,0.301,RightResponse,correct,True,9.0
32,0,R,100,,0.328,RightResponse,correct,False,8.0
33,0,L,200,,0.244,LeftResponse,correct,False,8.0
34,0,L,100,,0.238,RightResponse,incorrect,True,8.0
35,0,R,200,,0.201,LeftResponse,incorrect,True,8.0
36,0,R,200,,0.358,RightResponse,correct,True,11.0
37,0,R,400,,0.346,RightResponse,correct,True,5.0
38,0,R,100,,0.388,LeftResponse,incorrect,True,11.0
39,0,L,200,,0.226,RightResponse,incorrect,True,10.0
40,1,R,0,,0.388,LeftResponse,incorrect,True,12.0
41,1,R,100,,0.24,RightResponse,correct,True,14.0
42,1,L,50,,0.273,LeftResponse,correct,True,17.0
43,1,R,0,,0.352,RightResponse,correct,True,15.0
44,1,R,50,,0.267,RightResponse,correct,True,16.0
45,1,L,100,,0.24,LeftResponse,correct,True,13.0
46,1,R,100,,0.242,RightResponse,correct,True,12.0
47,1,R,400,,0.389,LeftResponse,incorrect,True,4.0
48,1,L,200,,0.307,LeftResponse,correct,True,13.0
