trialIndex,blockId,arrowDirection,latency,blankDuration,fixationDurationInSec,response,result,isSaccade,blankDurationInFrameCount
0,0,R,100,,0.37,invalid,invalid,True,4.0
1,0,L,50,,0.276,RightResponse,incorrect,True,4.0
2,0,L,0,,0.329,RightResponse,incorrect,False,4.0
3,0,L,200,,0.304,invalid,invalid,True,4.0
4,0,L,200,,0.291,RightResponse,incorrect,False,4.0
5,0,R,50,,0.39,RightResponse,correct,False,7.0
6,0,R,200,,0.39,RightResponse,correct,True,4.0
7,0,L,0,,0.306,invalid,invalid,True,4.0
8,0,L,100,,0.399,RightResponse,incorrect,True,4.0
9,0,R,400,,0.22,LeftResponse,incorrect,False,4.0
10,0,L,50,,0.352,RightResponse,incorrect,True,7.0
11,0,R,100,,0.348,invalid,invalid,True,7.0
12,0,L,0,,0.247,RightResponse,incorrect,True,4.0
13,0,R,100,,0.341,LeftResponse,incorrect,True,7.0
14,0,R,100,,0.336,RightResponse,correct,True,10.0
15,0,L,400,,0.304,LeftResponse,correct,True,4.0
16,0,R,400,,0.361,LeftResponse,incorrect,True,3.0
17,0,R,400,,0.202,RightResponse,correct,True,6.0
18,0,R,0,,0.306,LeftResponse,incorrect,True,7.0
19,0,L,200,,0.266,RightResponse,incorrect,True,3.0
20,0,L,400,,0.241,NoResponse,incorrect,False,5.0
21,0,R,50,,0.2,RightResponse,correct,False,10.0
22,0,R,200,,0.397,invalid,invalid,True,6.0
23,0,L,100,,0.284,RightResponse,incorrect,True,9.0
24,0,R,50,,0.36,RightResponse,correct,True,10.0
25,0,R,200,,0.266,invalid,invalid,True,6.0
26,0,L,400,,0.324,LeftResponse,correct,True,5.0
27,0,R,200,,0.358,LeftResponse,incorrect,True,6.0
28,0,R,0,,0.307,LeftResponse,incorrect,False,10.0
29,0,R,0,,0.269,LeftResponse,incorrect,False,10.0
30,0,R,0,,0.394,invalid,invalid,True,10.0
31,0,R,50,,0.341,RightResponse,correct,True,9.0
32,0,L,400,,0.289,RightResponse,incorrect,True,4.0
33,0,L,200,,0.288,RightResponse,incorrect,False,9.0
34,0,L,100,,0.3,LeftResponse,correct,True,12.0
35,0,L,100,,0.259,RightResponse,incorrect,False,11.0
36,0,L,50,,0.202,LeftResponse,correct,True,8.0
37,0,L,50,,0.226,LeftResponse,correct,True,7.0
38,0,L,0,,0.357,LeftResponse,correct,True,10.0
39,0,R,400,,0.332,LeftResponse,incorrect,False,7.0
40,1,R,50,,0.267,NoResponse,incorrect,True,6.0
41,1,R,200,,0.261,LeftResponse,incorrect,True,9.0
42,1,L,50,,0.204,RightResponse,incorrect,False,9.0
43,1,L,50,,0.297,LeftResponse,correct,True,9.0
44,1,L,0,,0.211,LeftResponse,correct,True,9.0
45,1,L,200,,0.345,LeftResponse,correct,True,12.0
46,1,L,200,,0.265,LeftResponse,correct,True,11.0
47,1,L,200,,0.239,LeftResponse,correct,True,10.0
48,1,L,50,,0.397,LeftResponse,correct,True,8.0
49,1,L,400,,0.378,LeftResponse,correct,True,7.0
50,1,R,400,,0.346,LeftResponse,incorrect,True,6.0
51,1,R,0,,0.275,RightResponse,correct,True,8.0
52,1,L,200,,0.201,RightResponse,incorrect,True,9.0
53,1,R,100,,0.292,LeftResponse,incorrect,True,11.0
54,1,R,400,,0.36,LeftResponse,incorrect,True,9.0
55,1,R,0,,0.25,LeftResponse,incorrect,True,7.0
56,1,R,100,,0.357,RightResponse,correct,True,14.0
57,1,L,0,,0.248,RightResponse,incorrect,True,10.0
58,1,R,50,,0.287,LeftResponse,incorrect,True,7.0
59,1,L,0,,0.321,LeftResponse,correct,True,13.0
60,1,R,50,,0.336,LeftResponse,incorrect,True,10.0
61,1,L,400,,0.272,RightResponse,incorrect,True,12.0
62,1,L,100,,0.239,LeftResponse,correct,True,13.0
63,1,L,400,,0.357,LeftResponse,correct,True,15.0
64,1,R,0,,0.365,RightResponse,correct,True,12.0
65,1,R,100,,0.307,LeftResponse,incorrect,True,12.0
66,1,L,0,,0.262,RightResponse,incorrect,True,11.0
67,1,R,400,,0.314,LeftResponse,incorrect,True,14.0
68,1,L,50,,0.358,LeftResponse,correct,False,13.0
69,1,R,0,,0.216,LeftResponse,incorrect,True,14.0
70,1,L,100,,0.292,LeftResponse,correct,True,15.0
71,1,L,400,,0.273,LeftResponse,correct,True,17.0
72,1,R,400,,0.258,invalid,invalid,True,16.0
73,1,L,100,,0.225,LeftResponse,correct,True,14.0
74,1,R,200,,0.337,LeftResponse,incorrect,True,12.0
75,1,R,50,,0.342,RightResponse,correct,True,13.0
76,1,R,200,,0.389,RightResponse,correct,True,15.0
77,1,R,200,,0.202,LeftResponse,incorrect,True,14.0
78,1,L,100,,0.34,LeftResponse,correct,True,13.0
79,1,R,100,,0.307,LeftResponse,incorrect,True,12.0
80,2,L,50,,0.397,RightResponse,incorrect,True,12.0
81,2,L,100,,0.218,invalid,invalid,True,15.0
82,2,L,100,,0.326,RightResponse,incorrect,True,15.0
83,2,R,400,,0.38,LeftResponse,incorrect,True,16.0
84,2,L,50,,0.288,LeftResponse,correct,True,15.0
85,2,L,50,,0.341,LeftResponse,correct,True,14.0
86,2,L,0,,0.394,LeftResponse,correct,False,17.0
87,2,R,50,,0.347,LeftResponse,incorrect,True,13.0
88,2,R,0,,0.362,RightResponse,correct,True,17.0
89,2,R,100,,0.248,RightResponse,correct,True,18.0
90,2,L,200,,0.253,RightResponse,incorrect,True,17.0
91,2,L,400,,0.399,LeftResponse,correct,True,19.0
92,2,L,0,,0.327,RightResponse,incorrect,True,16.0
93,2,L,400,,0.374,LeftResponse,correct,True,18.0
94,2,L,100,,0.309,LeftResponse,correct,True,17.0
95,2,R,0,,0.209,LeftResponse,incorrect,True,19.0
96,2,L,0,,0.308,RightResponse,incorrect,True,22.0
97,2,R,100,,0.285,LeftResponse,incorrect,True,16.0
98,2,L,200,,0.322,LeftResponse,correct,True,20.0
99,2,L,200,,0.257,LeftResponse,correct,True,19.0
100,2,L,400,,0.26,LeftResponse,correct,True,17.0
101,2,R,200,,0.338,RightResponse,correct,True,18.0
102,2,L,400,,0.278,RightResponse,incorrect,True,16.0
103,2,R,200,,0.372,LeftResponse,incorrect,True,17.0
104,2,R,50,,0.387,RightResponse,correct,True,16.0
105,2,R,50,,0.374,RightResponse,correct,True,15.0
106,2,R,0,,0.231,LeftResponse,incorrect,True,25.0
107,2,R,50,,0.209,RightResponse,correct,False,14.0
108,2,L,50,,0.299,LeftResponse,correct,True,14.0
109,2,R,100,,0.388,RightResponse,correct,True,19.0
110,2,L,100,,0.304,LeftResponse,correct,True,18.0
111,2,R,200,,0.323,LeftResponse,incorrect,True,20.0
112,2,L,200,,0.2,LeftResponse,correct,True,23.0
113,2,L,0,,0.204,LeftResponse,correct,True,28.0
114,2,R,400,,0.219,LeftResponse,incorrect,True,19.0
115,2,R,0,,0.308,RightResponse,correct,True,27.0
116,2,R,200,,0.257,RightResponse,correct,True,22.0
117,2,R,400,,0.308,RightResponse,correct,True,22.0
118,2,R,100,,0.381,RightResponse,correct,True,17.0
119,2,R,400,,0.368,RightResponse,correct,True,21.0
120,3,L,50,,0.277,LeftResponse,correct,True,13.0
121,3,L,100,,0.396,LeftResponse,correct,True,16.0
122,3,R,0,,0.312,LeftResponse,incorrect,True,26.0
123,3,L,100,,0.208,RightResponse,incorrect,True,15.0
124,3,R,100,,0.331,LeftResponse,incorrect,True,18.0
