trialIndex,blockId,arrowDirection,latency,blankDuration,fixationDurationInSec,response,result,isSaccade,blankDurationInFrameCount
0,0,L,50,,0.34,LeftResponse,correct,True,2.0
1,0,R,0,,0.218,LeftResponse,incorrect,True,2.0
2,0,L,100,,0.379,RightResponse,incorrect,True,2.0
3,0,R,0,,0.332,LeftResponse,incorrect,True,5.0
4,0,R,400,,0.225,LeftResponse,incorrect,True,2.0
5,0,R,400,,0.36,LeftResponse,incorrect,True,5.0
6,0,R,200,,0.251,LeftResponse,incorrect,True,2.0
7,0,R,50,,0.252,RightResponse,correct,True,1.0
8,0,L,400,,0.2,RightResponse,incorrect,True,8.0
9,0,R,0,,0.207,RightResponse,correct,True,8.0
10,0,R,100,,0.347,LeftResponse,incorrect,True,5.0
11,0,R,200,,0.355,RightResponse,correct,True,5.0
12,0,L,50,,0.26,RightResponse,incorrect,True,1.0
13,0,R,200,,0.34,RightResponse,correct,True,4.0
14,0,L,400,,0.393,LeftResponse,correct,True,11.0
15,0,L,400,,0.352,LeftResponse,correct,True,10.0
16,0,R,0,,0.329,RightResponse,correct,True,7.0
17,0,L,200,,0.261,RightResponse,incorrect,True,3.0
18,0,L,0,,0.39,LeftResponse,correct,True,6.0
19,0,L,0,,0.223,LeftResponse,correct,True,5.0
20,0,L,100,,0.216,LeftResponse,correct,True,8.0
21,0,L,200,,0.353,RightResponse,incorrect,True,6.0
22,0,R,50,,0.321,LeftResponse,incorrect,True,4.0
23,0,L,200,,0.347,LeftResponse,correct,True,9.0
24,0,L,0,,0.338,LeftResponse,correct,True,4.0
25,0,R,100,,0.262,RightResponse,correct,True,7.0
26,0,L,400,,0.269,RightResponse,incorrect,True,9.0
27,0,L,200,,0.333,RightResponse,incorrect,True,8.0
28,0,R,400,,0.387,RightResponse,correct,True,12.0
29,0,L,50,,0.281,NoResponse,incorrect,True,7.0
30,0,L,0,,0.391,LeftResponse,correct,True,3.0
31,0,L,100,,0.387,RightResponse,incorrect,True,6.0
32,0,R,100,,0.36,LeftResponse,incorrect,True,9.0
33,0,R,50,,0.3,LeftResponse,incorrect,True,10.0
34,0,R,400,,0.326,RightResponse,correct,True,11.0
35,0,R,200,,0.309,RightResponse,correct,True,11.0
36,0,L,50,,0.395,LeftResponse,correct,True,13.0
37,0,L,100,,0.321,RightResponse,incorrect,True,12.0
38,0,R,100,,0.23,RightResponse,correct,True,15.0
39,0,R,50,,0.255,RightResponse,correct,True,12.0
40,1,R,200,,0.335,RightResponse,correct,True,10.0
41,1,L,400,,0.258,LeftResponse,correct,True,10.0
42,1,L,100,,0.286,LeftResponse,correct,True,14.0
43,1,L,200,,0.356,RightResponse,incorrect,True,9.0
44,1,L,100,,0.389,RightResponse,incorrect,True,13.0
45,1,R,0,,0.255,LeftResponse,incorrect,True,2.0
46,1,L,50,,0.229,RightResponse,incorrect,True,11.0
47,1,L,100,,0.218,RightResponse,incorrect,True,16.0
48,1,R,50,,0.319,LeftResponse,incorrect,True,14.0
49,1,R,200,,0.285,LeftResponse,incorrect,True,12.0
50,1,L,0,,0.2,LeftResponse,correct,True,5.0
51,1,R,400,,0.341,LeftResponse,incorrect,True,9.0
52,1,R,50,,0.264,LeftResponse,incorrect,True,17.0
53,1,L,400,,0.251,LeftResponse,correct,True,12.0
54,1,R,100,,0.28,LeftResponse,incorrect,True,19.0
55,1,L,50,,0.317,LeftResponse,correct,True,20.0
56,1,L,200,,0.337,LeftResponse,correct,True,15.0
57,1,R,400,,0.301,LeftResponse,incorrect,True,11.0
58,1,L,0,,0.245,RightResponse,incorrect,True,4.0
59,1,L,50,,0.399,LeftResponse,correct,True,19.0
60,1,L,50,,0.328,LeftResponse,correct,True,18.0
61,1,R,100,,0.247,LeftResponse,incorrect,True,22.0
62,1,L,200,,0.218,LeftResponse,correct,True,14.0
63,1,R,0,,0.354,RightResponse,correct,True,7.0
64,1,R,100,,0.396,RightResponse,correct,True,25.0
65,1,R,100,,0.211,RightResponse,correct,True,24.0
66,1,R,400,,0.2,RightResponse,correct,True,14.0
67,1,L,100,,0.231,LeftResponse,correct,True,23.0
68,1,R,200,,0.341,LeftResponse,incorrect,True,13.0
69,1,R,0,,0.317,RightResponse,correct,True,6.0
70,1,L,400,,0.306,RightResponse,incorrect,True,13.0
71,1,R,50,,0.314,RightResponse,correct,True,17.0
72,1,L,400,,0.212,LeftResponse,correct,True,16.0
73,1,R,0,,0.268,LeftResponse,incorrect,True,5.0
74,1,R,400,,0.383,RightResponse,correct,True,15.0
75,1,R,200,,0.279,LeftResponse,incorrect,True,16.0
76,1,L,0,,0.392,LeftResponse,correct,True,8.0
77,1,L,200,,0.324,LeftResponse,correct,True,19.0
78,1,L,0,,0.396,LeftResponse,correct,True,7.0
79,1,R,50,,0.288,LeftResponse,incorrect,True,16.0
80,2,L,200,,0.329,LeftResponse,correct,True,18.0
81,2,L,100,,0.323,LeftResponse,correct,True,22.0
82,2,R,0,,0.225,LeftResponse,incorrect,True,6.0
83,2,L,400,,0.274,LeftResponse,correct,True,14.0
84,2,R,400,,0.399,RightResponse,correct,True,13.0
85,2,R,50,,0.226,RightResponse,correct,True,19.0
86,2,R,100,,0.21,RightResponse,correct,True,21.0
87,2,R,100,,0.264,RightResponse,correct,True,20.0
88,2,L,50,,0.305,RightResponse,incorrect,True,18.0
89,2,R,100,,0.384,LeftResponse,incorrect,True,19.0
90,2,R,50,,0.384,LeftResponse,incorrect,True,21.0
91,2,L,400,,0.217,LeftResponse,correct,True,12.0
92,2,R,200,,0.394,LeftResponse,incorrect,True,17.0
93,2,R,400,,0.26,NoResponse,incorrect,True,11.0
94,2,R,200,,0.35,LeftResponse,incorrect,True,20.0
95,2,L,400,,0.279,LeftResponse,correct,True,14.0
