trialIndex,blockId,arrowDirection,latency,blankDuration,fixationDurationInSec,response,result,isSaccade,blankDurationInFrameCount
0,0,R,400,,0.311,invalid,invalid,True,4.0
1,0,L,100,,0.244,invalid,invalid,True,4.0
2,0,L,0,,0.378,RightResponse,incorrect,True,4.0
3,0,R,200,,0.252,invalid,invalid,True,4.0
4,0,L,50,,0.331,invalid,invalid,True,4.0
5,0,L,100,,0.397,RightResponse,incorrect,True,4.0
6,0,R,200,,0.362,LeftResponse,incorrect,True,4.0
7,0,R,50,,0.237,invalid,invalid,True,4.0
8,0,R,0,,0.242,RightResponse,correct,True,7.0
9,0,R,200,,0.341,RightResponse,correct,True,7.0
10,0,R,0,,0.322,RightResponse,correct,True,6.0
11,0,L,100,,0.343,LeftResponse,correct,True,7.0
12,0,R,400,,0.309,RightResponse,correct,True,4.0
13,0,L,200,,0.315,RightResponse,incorrect,True,6.0
14,0,R,100,,0.387,RightResponse,correct,True,6.0
15,0,R,100,,0.247,RightResponse,correct,True,5.0
16,0,L,400,,0.315,RightResponse,incorrect,True,3.0
17,0,L,0,,0.267,invalid,invalid,True,5.0
18,0,R,100,,0.286,RightResponse,correct,True,4.0
19,0,R,100,,0.246,LeftResponse,incorrect,True,3.0
20,0,R,0,,0.367,RightResponse,correct,True,5.0
21,0,R,400,,0.318,RightResponse,correct,True,6.0
22,0,L,200,,0.292,RightResponse,incorrect,True,9.0
23,0,L,50,,0.233,RightResponse,incorrect,True,4.0
24,0,L,0,,0.249,RightResponse,incorrect,True,4.0
25,0,L,50,,0.227,LeftResponse,correct,True,7.0
26,0,R,50,,0.279,invalid,invalid,True,6.0
27,0,L,50,,0.292,RightResponse,incorrect,True,6.0
28,0,L,400,,0.39,RightResponse,incorrect,True,5.0
29,0,L,400,,0.267,invalid,invalid,True,8.0
30,0,R,50,,0.262,RightResponse,correct,True,9.0
31,0,R,0,,0.35,LeftResponse,incorrect,True,7.0
32,0,R,400,,0.316,RightResponse,correct,True,8.0
33,0,R,50,,0.258,RightResponse,correct,True,8.0
34,0,L,0,,0.366,RightResponse,incorrect,True,10.0
35,0,L,200,,0.304,RightResponse,incorrect,True,12.0
36,0,L,100,,0.237,RightResponse,incorrect,True,6.0
37,0,R,200,,0.272,RightResponse,correct,True,15.0
38,0,L,200,,0.34,LeftResponse,correct,True,14.0
39,0,L,400,,0.309,LeftResponse,correct,True,7.0
40,1,R,50,,0.399,RightResponse,correct,True,7.0
41,1,L,400,,0.282,RightResponse,incorrect,True,6.0
42,1,L,400,,0.304,invalid,invalid,True,9.0
43,1,L,100,,0.35,RightResponse,incorrect,True,9.0
44,1,L,50,,0.238,LeftResponse,correct,True,6.0
45,1,L,50,,0.253,RightResponse,incorrect,True,5.0
46,1,L,50,,0.237,RightResponse,incorrect,True,8.0
47,1,R,0,,0.257,RightResponse,correct,True,13.0
48,1,L,100,,0.369,LeftResponse,correct,True,12.0
49,1,R,0,,0.398,LeftResponse,incorrect,True,12.0
50,1,L,0,,0.368,RightResponse,incorrect,True,15.0
51,1,R,400,,0.34,RightResponse,correct,True,9.0
52,1,R,50,,0.269,RightResponse,correct,True,11.0
53,1,L,200,,0.287,RightResponse,incorrect,True,13.0
54,1,R,400,,0.286,RightResponse,correct,True,8.0
55,1,R,50,,0.275,RightResponse,correct,True,10.0
56,1,R,100,,0.378,RightResponse,correct,False,11.0
57,1,L,200,,0.397,LeftResponse,correct,True,16.0
58,1,R,100,,0.287,LeftResponse,incorrect,True,11.0
59,1,L,100,,0.281,RightResponse,incorrect,True,14.0
60,1,R,100,,0.283,RightResponse,correct,True,17.0
61,1,L,200,,0.324,LeftResponse,correct,True,15.0
62,1,L,400,,0.275,RightResponse,incorrect,True,7.0
63,1,R,0,,0.258,invalid,invalid,True,18.0
64,1,L,0,,0.251,RightResponse,incorrect,True,18.0
65,1,L,200,,0.227,RightResponse,incorrect,True,14.0
66,1,R,200,,0.381,RightResponse,correct,True,17.0
67,1,L,50,,0.367,RightResponse,incorrect,True,9.0
68,1,R,200,,0.336,RightResponse,correct,True,16.0
69,1,R,50,,0.348,RightResponse,correct,True,12.0
70,1,R,100,,0.208,RightResponse,correct,True,16.0
71,1,R,200,,0.367,RightResponse,correct,True,15.0
72,1,R,400,,0.374,RightResponse,correct,True,10.0
73,1,L,0,,0.281,LeftResponse,correct,True,21.0
74,1,L,400,,0.32,LeftResponse,correct,True,9.0
75,1,R,400,,0.272,RightResponse,correct,True,8.0
76,1,L,0,,0.201,LeftResponse,correct,False,20.0
77,1,R,0,,0.293,RightResponse,correct,True,20.0
78,1,L,100,,0.251,LeftResponse,correct,True,15.0
79,1,R,200,,0.387,RightResponse,correct,True,14.0
80,2,L,100,,0.312,RightResponse,incorrect,True,14.0
81,2,R,100,,0.242,RightResponse,correct,True,17.0
82,2,R,200,,0.313,RightResponse,correct,True,13.0
83,2,L,400,,0.244,RightResponse,incorrect,True,7.0
84,2,L,50,,0.227,LeftResponse,correct,True,11.0
85,2,R,100,,0.228,RightResponse,correct,True,16.0
86,2,L,50,,0.206,LeftResponse,correct,True,10.0
87,2,R,0,,0.27,invalid,invalid,True,19.0
88,2,L,400,,0.388,RightResponse,incorrect,True,10.0
89,2,L,400,,0.352,LeftResponse,correct,True,13.0
90,2,L,200,,0.325,LeftResponse,correct,True,12.0
91,2,R,200,,0.342,RightResponse,correct,True,11.0
92,2,L,400,,0.279,LeftResponse,correct,True,12.0
93,2,R,200,,0.366,RightResponse,correct,True,10.0
94,2,L,0,,0.218,LeftResponse,correct,True,19.0
95,2,L,0,,0.358,RightResponse,incorrect,True,18.0
96,2,R,100,,0.296,RightResponse,correct,True,15.0
97,2,R,400,,0.377,RightResponse,correct,True,11.0
98,2,L,100,,0.268,RightResponse,incorrect,True,14.0
99,2,L,0,,0.271,LeftResponse,correct,True,21.0
100,2,L,200,,0.353,LeftResponse,correct,True,9.0
101,2,L,100,,0.349,RightResponse,incorrect,True,17.0
102,2,R,50,,0.247,LeftResponse,incorrect,True,9.0
103,2,R,50,,0.366,RightResponse,correct,True,12.0
104,2,R,200,,0.32,LeftResponse,incorrect,True,8.0
105,2,L,0,,0.222,RightResponse,incorrect,True,20.0
106,2,L,100,,0.379,LeftResponse,correct,False,20.0
107,2,R,400,,0.245,RightResponse,correct,True,10.0
108,2,R,0,,0.237,RightResponse,correct,True,23.0
109,2,L,50,,0.313,LeftResponse,correct,True,11.0
110,2,L,200,,0.386,RightResponse,incorrect,True,11.0
111,2,R,0,,0.278,LeftResponse,incorrect,True,22.0
112,2,L,200,,0.34,LeftResponse,correct,True,14.0
113,2,L,50,,0.275,LeftResponse,correct,True,10.0
114,2,R,50,,0.372,RightResponse,correct,True,9.0
115,2,R,0,,0.245,RightResponse,correct,True,25.0
116,2,R,100,,0.258,RightResponse,correct,True,20.0
117,2,R,400,,0.231,RightResponse,correct,True,9.0
118,2,R,400,,0.315,RightResponse,correct,True,8.0
119,2,R,50,,0.264,RightResponse,correct,True,8.0
