trialIndex,blockId,arrowDirection,latency,blankDuration,fixationDurationInSec,response,result,isSaccade,blankDurationInFrameCount
0,0,R,400,,0.342,invalid,invalid,True,22.0
1,0,L,200,,0.347,LeftResponse,correct,False,22.0
2,0,R,100,,0.292,LeftResponse,incorrect,False,22.0
3,0,R,400,,0.34,RightResponse,correct,True,22.0
4,0,R,50,,0.269,LeftResponse,incorrect,True,22.0
5,0,L,0,,0.347,LeftResponse,correct,True,22.0
6,0,R,200,,0.235,LeftResponse,incorrect,True,22.0
7,0,R,400,,0.286,LeftResponse,incorrect,False,21.0
8,0,L,100,,0.372,LeftResponse,correct,True,22.0
9,0,R,200,,0.279,RightResponse,correct,True,25.0
10,0,L,50,,0.262,LeftResponse,correct,True,25.0
11,0,L,400,,0.391,LeftResponse,correct,True,21.0
12,0,L,50,,0.204,invalid,invalid,True,24.0
13,0,R,400,,0.277,LeftResponse,incorrect,True,20.0
14,0,R,100,,0.298,RightResponse,correct,True,21.0
15,0,L,50,,0.261,LeftResponse,correct,True,24.0
16,0,R,100,,0.373,RightResponse,correct,True,20.0
17,0,L,0,,0.292,LeftResponse,correct,True,21.0
18,0,R,0,,0.383,RightResponse,correct,True,20.0
19,0,R,200,,0.391,RightResponse,correct,False,24.0
20,0,R,100,,0.27,RightResponse,correct,True,19.0
21,0,L,100,,0.261,LeftResponse,correct,False,18.0
22,0,L,200,,0.216,LeftResponse,correct,True,24.0
23,0,L,200,,0.238,invalid,invalid,True,23.0
24,0,L,400,,0.261,LeftResponse,correct,True,23.0
25,0,L,50,,0.34,LeftResponse,correct,True,23.0
26,0,L,200,,0.269,invalid,invalid,True,23.0
27,0,R,0,,0.248,RightResponse,correct,True,19.0
28,0,L,0,,0.389,LeftResponse,correct,True,18.0
29,0,R,50,,0.271,RightResponse,correct,True,22.0
30,0,R,0,,0.312,RightResponse,correct,True,17.0
31,0,R,200,,0.374,RightResponse,correct,False,23.0
32,0,R,50,,0.24,RightResponse,correct,True,21.0
33,0,L,0,,0.23,RightResponse,incorrect,True,16.0
34,0,L,100,,0.21,LeftResponse,correct,False,18.0
35,0,R,50,,0.314,invalid,invalid,True,20.0
36,0,L,400,,0.235,LeftResponse,correct,True,22.0
37,0,L,100,,0.267,LeftResponse,correct,True,18.0
38,0,R,0,,0.278,RightResponse,correct,True,19.0
39,0,L,400,,0.34,LeftResponse,correct,True,21.0
40,1,R,50,,0.226,RightResponse,correct,True,20.0
41,1,R,200,,0.268,RightResponse,correct,True,23.0
42,1,L,50,,0.234,LeftResponse,correct,True,19.0
43,1,R,400,,0.227,RightResponse,correct,True,20.0
44,1,R,100,,0.258,RightResponse,correct,True,17.0
45,1,L,200,,0.206,LeftResponse,correct,True,22.0
46,1,L,200,,0.306,LeftResponse,correct,True,21.0
47,1,R,200,,0.308,RightResponse,correct,True,20.0
48,1,L,50,,0.295,LeftResponse,correct,True,18.0
49,1,L,100,,0.366,LeftResponse,correct,True,16.0
50,1,R,100,,0.324,LeftResponse,incorrect,True,15.0
51,1,L,50,,0.249,LeftResponse,correct,True,17.0
52,1,R,200,,0.338,RightResponse,correct,True,19.0
53,1,L,0,,0.201,LeftResponse,correct,True,18.0
54,1,R,400,,0.31,RightResponse,correct,True,19.0
55,1,L,0,,0.348,LeftResponse,correct,True,17.0
56,1,L,400,,0.365,LeftResponse,correct,True,18.0
57,1,L,100,,0.338,LeftResponse,correct,False,18.0
58,1,R,50,,0.256,RightResponse,correct,True,16.0
59,1,L,400,,0.24,LeftResponse,correct,True,17.0
60,1,L,0,,0.363,invalid,invalid,True,16.0
61,1,R,100,,0.303,RightResponse,correct,True,18.0
62,1,R,100,,0.318,LeftResponse,incorrect,True,17.0
63,1,L,0,,0.222,LeftResponse,correct,True,16.0
64,1,L,100,,0.373,LeftResponse,correct,True,20.0
65,1,L,200,,0.212,LeftResponse,correct,True,18.0
66,1,R,50,,0.267,RightResponse,correct,True,15.0
67,1,R,0,,0.362,LeftResponse,incorrect,True,15.0
68,1,R,0,,0.364,RightResponse,correct,True,18.0
69,1,R,400,,0.285,RightResponse,correct,True,16.0
70,1,R,400,,0.389,RightResponse,correct,False,15.0
71,1,L,200,,0.201,LeftResponse,correct,True,17.0
72,1,L,100,,0.4,LeftResponse,correct,True,19.0
73,1,R,0,,0.348,RightResponse,correct,True,17.0
74,1,L,400,,0.355,LeftResponse,correct,True,15.0
75,1,R,200,,0.214,RightResponse,correct,True,16.0
76,1,R,50,,0.204,RightResponse,correct,True,14.0
77,1,R,0,,0.247,RightResponse,correct,True,16.0
78,1,L,50,,0.209,LeftResponse,correct,True,13.0
79,1,L,400,,0.373,LeftResponse,correct,True,14.0
80,2,R,0,,0.274,invalid,invalid,True,15.0
81,2,L,0,,0.392,LeftResponse,correct,False,15.0
82,2,R,400,,0.338,RightResponse,correct,False,13.0
83,2,R,50,,0.295,RightResponse,correct,False,12.0
84,2,L,100,,0.248,LeftResponse,correct,True,18.0
85,2,L,0,,0.258,LeftResponse,correct,False,15.0
86,2,L,100,,0.399,LeftResponse,correct,True,17.0
87,2,L,50,,0.301,LeftResponse,correct,False,12.0
88,2,R,100,,0.206,RightResponse,correct,False,16.0
89,2,R,400,,0.209,RightResponse,correct,False,13.0
90,2,L,200,,0.25,LeftResponse,correct,True,15.0
91,2,L,400,,0.367,invalid,invalid,True,13.0
92,2,R,400,,0.259,RightResponse,correct,False,13.0
93,2,L,400,,0.296,LeftResponse,correct,False,13.0
94,2,R,100,,0.384,RightResponse,correct,False,16.0
95,2,R,100,,0.274,RightResponse,correct,True,16.0
96,2,R,200,,0.347,RightResponse,correct,False,14.0
97,2,L,0,,0.25,invalid,invalid,True,15.0
98,2,R,50,,0.398,RightResponse,correct,False,12.0
99,2,L,200,,0.328,LeftResponse,correct,True,14.0
100,2,R,0,,0.313,RightResponse,correct,False,15.0
101,2,R,0,,0.296,LeftResponse,incorrect,True,15.0
102,2,R,200,,0.238,RightResponse,correct,True,13.0
103,2,L,400,,0.347,RightResponse,incorrect,True,13.0
104,2,L,0,,0.334,LeftResponse,correct,True,18.0
105,2,L,50,,0.397,LeftResponse,correct,True,12.0
106,2,R,200,,0.374,RightResponse,correct,False,12.0
107,2,R,50,,0.396,LeftResponse,incorrect,True,11.0
108,2,R,400,,0.381,RightResponse,correct,True,16.0
109,2,R,200,,0.263,RightResponse,correct,False,12.0
110,2,R,0,,0.234,RightResponse,correct,False,17.0
111,2,R,100,,0.341,RightResponse,correct,False,15.0
112,2,L,50,,0.226,LeftResponse,correct,True,14.0
113,2,L,100,,0.225,LeftResponse,correct,True,15.0
114,2,R,50,,0.36,NoResponse,incorrect,False,13.0
115,2,L,200,,0.253,LeftResponse,correct,True,12.0
116,2,L,50,,0.306,LeftResponse,correct,False,13.0
117,2,L,400,,0.38,LeftResponse,correct,False,15.0
118,2,L,100,,0.307,invalid,invalid,True,14.0
119,2,L,200,,0.247,LeftResponse,correct,False,11.0
120,3,L,50,,0.216,LeftResponse,correct,True,13.0
121,3,L,200,,0.398,LeftResponse,correct,True,11.0
122,3,L,200,,0.278,LeftResponse,correct,True,10.0
123,3,L,400,,0.311,LeftResponse,correct,True,15.0
124,3,L,100,,0.201,LeftResponse,correct,True,14.0
125,3,R,100,,0.221,invalid,invalid,True,13.0
126,3,L,0,,0.227,LeftResponse,correct,True,17.0
127,3,L,50,,0.383,LeftResponse,correct,True,12.0
128,3,L,0,,0.358,invalid,invalid,True,16.0
129,3,L,400,,0.294,LeftResponse,correct,True,14.0
130,3,R,400,,0.209,invalid,invalid,True,13.0
131,3,L,0,,0.378,LeftResponse,correct,True,16.0
132,3,R,100,,0.27,LeftResponse,incorrect,True,13.0
133,3,L,0,,0.283,LeftResponse,correct,True,15.0
134,3,L,50,,0.26,LeftResponse,correct,True,11.0
135,3,R,50,,0.306,RightResponse,correct,True,10.0
136,3,R,200,,0.29,RightResponse,correct,True,9.0
137,3,R,50,,0.267,RightResponse,correct,True,9.0
138,3,R,0,,0.361,LeftResponse,incorrect,True,14.0
139,3,R,50,,0.213,LeftResponse,incorrect,True,8.0
140,3,L,400,,0.338,LeftResponse,correct,True,13.0
141,3,R,400,,0.389,RightResponse,correct,True,12.0
142,3,L,400,,0.332,LeftResponse,correct,True,11.0
143,3,R,0,,0.365,LeftResponse,incorrect,True,17.0
144,3,L,100,,0.228,LeftResponse,correct,True,16.0
145,3,L,50,,0.31,LeftResponse,correct,True,11.0
146,3,R,200,,0.277,LeftResponse,incorrect,True,8.0
147,3,L,200,,0.318,invalid,invalid,True,11.0
148,3,R,400,,0.292,LeftResponse,incorrect,True,10.0
149,3,R,50,,0.225,LeftResponse,incorrect,True,10.0
150,3,L,100,,0.318,LeftResponse,correct,True,15.0
151,3,R,0,,0.385,RightResponse,correct,True,20.0
152,3,R,200,,0.281,LeftResponse,incorrect,True,11.0
153,3,L,200,,0.27,LeftResponse,correct,True,14.0
154,3,L,100,,0.372,LeftResponse,correct,True,14.0
155,3,R,400,,0.243,LeftResponse,incorrect,True,13.0
156,3,R,100,,0.218,invalid,invalid,True,13.0
157,3,R,0,,0.351,RightResponse,correct,False,19.0
158,3,R,100,,0.244,invalid,invalid,True,13.0
159,3,R,200,,0.3,RightResponse,correct,True,13.0
160,4,L,0,,0.277,LeftResponse,correct,True,19.0
161,4,R,50,,0.33,RightResponse,correct,True,13.0
162,4,L,200,,0.205,LeftResponse,correct,True,12.0
163,4,R,50,,0.215,RightResponse,correct,True,12.0
164,4,R,100,,0.295,RightResponse,correct,True,13.0
165,4,R,100,,0.298,RightResponse,correct,True,12.0
166,4,L,200,,0.332,LeftResponse,correct,True,11.0
167,4,R,0,,0.273,RightResponse,correct,True,18.0
168,4,L,0,,0.275,LeftResponse,correct,True,17.0
169,4,L,0,,0.254,LeftResponse,correct,True,16.0
170,4,L,50,,0.326,LeftResponse,correct,True,11.0
171,4,R,200,,0.21,RightResponse,correct,True,10.0
172,4,R,100,,0.323,invalid,invalid,True,11.0
173,4,R,400,,0.209,RightResponse,correct,True,16.0
174,4,R,200,,0.212,RightResponse,correct,True,9.0
175,4,L,50,,0.366,LeftResponse,correct,True,10.0
