trialIndex,blockId,arrowDirection,latency,blankDuration,fixationDurationInSec,response,result,isSaccade,blankDurationInFrameCount
0,0,R,200,,0.319,RightResponse,correct,True,4.0
1,0,L,50,,0.258,RightResponse,incorrect,True,4.0
2,0,R,100,,0.246,LeftResponse,incorrect,True,4.0
3,0,L,50,,0.326,RightResponse,incorrect,True,7.0
4,0,L,200,,0.38,LeftResponse,correct,True,3.0
5,0,L,400,,0.243,NoResponse,incorrect,True,4.0
6,0,L,100,,0.368,RightResponse,incorrect,True,7.0
7,0,L,100,,0.218,LeftResponse,correct,True,10.0
8,0,R,200,,0.248,RightResponse,correct,True,2.0
9,0,R,0,,0.382,LeftResponse,incorrect,True,4.0
10,0,R,50,,0.26,RightResponse,correct,True,10.0
11,0,R,400,,0.313,RightResponse,correct,True,7.0
12,0,L,200,,0.24,LeftResponse,correct,True,1.0
13,0,L,400,,0.322,LeftResponse,correct,True,6.0
14,0,R,400,,0.37,LeftResponse,incorrect,True,5.0
15,0,L,50,,0.395,LeftResponse,correct,True,9.0
16,0,L,200,,0.258,RightResponse,incorrect,True,1.0
17,0,L,100,,0.309,RightResponse,incorrect,True,9.0
18,0,R,0,,0.224,LeftResponse,incorrect,True,7.0
19,0,R,100,,0.278,LeftResponse,incorrect,True,12.0
20,0,L,100,,0.289,LeftResponse,correct,True,15.0
21,0,R,50,,0.236,LeftResponse,incorrect,True,8.0
22,0,L,0,,0.23,LeftResponse,correct,True,10.0
23,0,R,400,,0.292,RightResponse,correct,True,8.0
24,0,R,50,,0.284,LeftResponse,incorrect,True,11.0
25,0,R,200,,0.327,RightResponse,correct,True,4.0
26,0,L,400,,0.388,RightResponse,incorrect,True,7.0
27,0,R,0,,0.322,RightResponse,correct,True,9.0
28,0,L,400,,0.255,LeftResponse,correct,True,10.0
29,0,R,100,,0.338,RightResponse,correct,True,14.0
30,0,R,0,,0.292,LeftResponse,incorrect,True,8.0
31,0,L,0,,0.272,RightResponse,incorrect,True,11.0
32,0,R,100,,0.352,LeftResponse,incorrect,True,13.0
33,0,L,0,,0.3,LeftResponse,correct,True,14.0
34,0,R,50,,0.26,RightResponse,correct,True,14.0
35,0,R,400,,0.316,LeftResponse,incorrect,True,9.0
36,0,L,200,,0.235,RightResponse,incorrect,True,3.0
37,0,R,200,,0.363,LeftResponse,incorrect,True,6.0
38,0,L,0,,0.339,LeftResponse,correct,True,13.0
39,0,L,50,,0.348,RightResponse,incorrect,True,13.0
40,1,L,50,,0.393,RightResponse,incorrect,True,16.0
41,1,R,0,,0.382,LeftResponse,incorrect,True,12.0
42,1,R,100,,0.301,RightResponse,correct,True,16.0
43,1,R,400,,0.338,RightResponse,correct,True,12.0
44,1,R,400,,0.306,LeftResponse,incorrect,True,11.0
45,1,R,0,,0.259,RightResponse,correct,True,15.0
46,1,R,400,,0.362,RightResponse,correct,True,14.0
47,1,R,100,,0.285,RightResponse,correct,True,15.0
48,1,L,200,,0.248,LeftResponse,correct,True,9.0
49,1,R,50,,0.396,RightResponse,correct,True,19.0
50,1,R,400,,0.238,RightResponse,correct,True,13.0
51,1,L,100,,0.377,LeftResponse,correct,True,14.0
52,1,R,200,,0.35,RightResponse,correct,True,8.0
53,1,L,0,,0.262,RightResponse,incorrect,True,14.0
54,1,L,200,,0.289,LeftResponse,correct,True,7.0
55,1,L,50,,0.334,LeftResponse,correct,True,18.0
56,1,L,50,,0.347,LeftResponse,correct,True,17.0
57,1,R,50,,0.36,RightResponse,correct,True,16.0
58,1,L,50,,0.22,LeftResponse,correct,True,15.0
59,1,R,100,,0.325,RightResponse,correct,True,13.0
60,1,L,100,,0.334,LeftResponse,correct,True,12.0
61,1,L,0,,0.296,LeftResponse,correct,True,17.0
62,1,R,50,,0.241,RightResponse,correct,True,14.0
63,1,L,400,,0.242,LeftResponse,correct,True,12.0
64,1,R,200,,0.262,RightResponse,correct,True,6.0
65,1,L,400,,0.254,LeftResponse,correct,True,11.0
66,1,L,100,,0.244,LeftResponse,correct,True,11.0
67,1,L,0,,0.367,LeftResponse,correct,True,16.0
68,1,L,400,,0.346,LeftResponse,correct,True,10.0
69,1,L,0,,0.253,LeftResponse,correct,True,15.0
70,1,L,200,,0.337,LeftResponse,correct,True,5.0
71,1,R,200,,0.24,RightResponse,correct,True,4.0
72,1,L,400,,0.371,LeftResponse,correct,True,9.0
73,1,R,0,,0.325,LeftResponse,incorrect,True,14.0
74,1,R,50,,0.303,RightResponse,correct,True,13.0
75,1,R,0,,0.227,LeftResponse,incorrect,True,17.0
76,1,L,200,,0.385,LeftResponse,correct,True,3.0
77,1,L,100,,0.229,LeftResponse,correct,True,10.0
78,1,R,200,,0.242,LeftResponse,incorrect,True,2.0
79,1,R,100,,0.243,LeftResponse,incorrect,True,9.0
80,2,L,50,,0.382,invalid,invalid,True,12.0
81,2,L,0,,0.277,RightResponse,incorrect,True,20.0
82,2,R,100,,0.365,LeftResponse,incorrect,True,12.0
83,2,R,100,,0.337,RightResponse,correct,True,15.0
84,2,R,200,,0.267,RightResponse,correct,True,5.0
85,2,R,200,,0.363,RightResponse,correct,True,4.0
86,2,R,400,,0.26,RightResponse,correct,True,8.0
87,2,R,400,,0.329,RightResponse,correct,True,7.0
88,2,L,100,,0.369,LeftResponse,correct,True,14.0
89,2,R,400,,0.369,RightResponse,correct,True,6.0
90,2,R,0,,0.353,LeftResponse,incorrect,True,23.0
91,2,L,100,,0.367,RightResponse,incorrect,True,13.0
92,2,L,50,,0.35,LeftResponse,correct,True,12.0
