trialIndex,blockId,arrowDirection,latency,blankDuration,fixationDurationInSec,response,result,isSaccade,blankDurationInFrameCount
0,0,L,400,,0.29,LeftResponse,correct,True,4.0
1,0,R,400,,0.235,RightResponse,correct,True,3.0
2,0,L,0,,0.328,invalid,invalid,True,4.0
3,0,R,200,,0.376,RightResponse,correct,True,4.0
4,0,L,100,,0.336,LeftResponse,correct,True,4.0
5,0,L,100,,0.293,RightResponse,incorrect,True,3.0
6,0,L,200,,0.378,LeftResponse,correct,True,3.0
7,0,R,400,,0.277,RightResponse,correct,True,2.0
8,0,R,200,,0.236,LeftResponse,incorrect,True,2.0
9,0,L,100,,0.303,LeftResponse,correct,True,6.0
10,0,L,50,,0.342,RightResponse,incorrect,True,4.0
11,0,L,0,,0.233,RightResponse,incorrect,True,4.0
12,0,R,0,,0.334,LeftResponse,incorrect,True,7.0
13,0,L,200,,0.333,RightResponse,incorrect,True,5.0
14,0,R,400,,0.3,invalid,invalid,True,1.0
15,0,L,200,,0.313,LeftResponse,correct,True,8.0
16,0,R,0,,0.242,LeftResponse,incorrect,True,10.0
17,0,L,100,,0.369,RightResponse,incorrect,True,5.0
18,0,R,400,,0.36,RightResponse,correct,True,1.0
19,0,R,0,,0.274,RightResponse,correct,True,13.0
20,0,R,200,,0.256,RightResponse,correct,True,7.0
21,0,L,0,,0.372,RightResponse,incorrect,True,12.0
22,0,L,50,,0.343,RightResponse,incorrect,True,7.0
23,0,L,400,,0.33,RightResponse,incorrect,True,1.0
24,0,L,0,,0.268,RightResponse,incorrect,True,15.0
25,0,L,200,,0.257,RightResponse,incorrect,True,6.0
26,0,L,400,,0.392,RightResponse,incorrect,True,4.0
27,0,R,100,,0.224,LeftResponse,incorrect,True,8.0
28,0,R,100,,0.229,RightResponse,correct,True,11.0
29,0,L,400,,0.294,RightResponse,incorrect,True,7.0
30,0,R,100,,0.206,LeftResponse,incorrect,True,10.0
31,0,L,50,,0.361,LeftResponse,correct,True,10.0
32,0,L,50,,0.285,RightResponse,incorrect,True,9.0
33,0,R,0,,0.242,RightResponse,correct,True,18.0
34,0,R,50,,0.283,RightResponse,correct,True,12.0
35,0,R,50,,0.371,RightResponse,correct,True,11.0
36,0,R,50,,0.373,RightResponse,correct,True,10.0
37,0,R,50,,0.391,LeftResponse,incorrect,True,9.0
38,0,R,200,,0.326,RightResponse,correct,True,9.0
39,0,R,100,,0.251,RightResponse,correct,True,13.0
40,1,R,100,,0.293,LeftResponse,incorrect,True,12.0
41,1,L,0,,0.324,RightResponse,incorrect,True,17.0
42,1,R,200,,0.235,RightResponse,correct,True,8.0
43,1,L,0,,0.365,LeftResponse,correct,True,20.0
44,1,L,50,,0.24,RightResponse,incorrect,True,12.0
45,1,R,0,,0.264,LeftResponse,incorrect,True,19.0
46,1,L,200,,0.307,RightResponse,incorrect,True,7.0
47,1,R,50,,0.212,RightResponse,correct,True,15.0
48,1,L,100,,0.205,LeftResponse,correct,True,15.0
49,1,L,50,,0.229,RightResponse,incorrect,True,14.0
50,1,L,0,,0.367,LeftResponse,correct,True,22.0
51,1,R,400,,0.227,RightResponse,correct,True,10.0
52,1,R,50,,0.356,LeftResponse,incorrect,True,17.0
53,1,R,200,,0.325,RightResponse,correct,True,10.0
54,1,R,200,,0.262,LeftResponse,incorrect,True,9.0
55,1,R,0,,0.242,RightResponse,correct,True,21.0
56,1,L,100,,0.24,LeftResponse,correct,True,14.0
57,1,L,400,,0.24,LeftResponse,correct,True,9.0
58,1,R,0,,0.355,RightResponse,correct,True,20.0
59,1,L,400,,0.371,RightResponse,incorrect,True,8.0
60,1,R,100,,0.281,LeftResponse,incorrect,True,13.0
61,1,R,100,,0.257,RightResponse,correct,True,16.0
62,1,L,100,,0.395,LeftResponse,correct,True,15.0
63,1,R,0,,0.343,RightResponse,correct,True,19.0
64,1,L,0,,0.317,LeftResponse,correct,True,18.0
65,1,L,200,,0.225,RightResponse,incorrect,True,12.0
66,1,R,400,,0.241,LeftResponse,incorrect,True,11.0
67,1,L,50,,0.328,LeftResponse,correct,True,20.0
68,1,L,400,,0.22,LeftResponse,correct,True,14.0
69,1,L,100,,0.22,LeftResponse,correct,True,14.0
70,1,R,100,,0.277,RightResponse,correct,True,13.0
71,1,L,200,,0.264,LeftResponse,correct,True,15.0
72,1,L,200,,0.4,LeftResponse,correct,True,14.0
73,1,R,50,,0.342,RightResponse,correct,True,19.0
74,1,L,400,,0.392,RightResponse,incorrect,True,13.0
75,1,R,400,,0.281,RightResponse,correct,True,16.0
76,1,R,400,,0.295,RightResponse,correct,True,15.0
77,1,L,50,,0.262,LeftResponse,correct,True,18.0
78,1,R,200,,0.381,LeftResponse,incorrect,True,13.0
79,1,R,50,,0.334,RightResponse,correct,True,17.0
80,2,R,200,,0.345,RightResponse,correct,True,16.0
81,2,R,0,,0.244,RightResponse,correct,True,17.0
82,2,R,100,,0.373,LeftResponse,incorrect,True,12.0
83,2,R,0,,0.316,RightResponse,correct,True,16.0
84,2,L,100,,0.345,LeftResponse,correct,True,15.0
85,2,L,50,,0.259,LeftResponse,correct,True,16.0
86,2,L,200,,0.271,LeftResponse,correct,True,15.0
87,2,R,50,,0.386,LeftResponse,incorrect,True,15.0
88,2,L,200,,0.216,LeftResponse,correct,True,14.0
89,2,L,200,,0.306,LeftResponse,correct,True,13.0
90,2,R,400,,0.331,LeftResponse,incorrect,True,14.0
91,2,L,0,,0.293,LeftResponse,correct,True,15.0
92,2,R,100,,0.318,RightResponse,correct,True,14.0
93,2,R,400,,0.293,RightResponse,correct,True,17.0
94,2,R,200,,0.309,LeftResponse,incorrect,True,12.0
95,2,L,0,,0.238,LeftResponse,correct,True,14.0
96,2,R,100,,0.378,RightResponse,correct,True,13.0
97,2,L,0,,0.246,LeftResponse,correct,True,13.0
98,2,L,400,,0.307,LeftResponse,correct,True,16.0
99,2,L,100,,0.213,LeftResponse,correct,True,12.0
100,2,L,50,,0.222,LeftResponse,correct,True,18.0
101,2,L,400,,0.254,LeftResponse,correct,True,15.0
102,2,R,200,,0.337,LeftResponse,incorrect,True,15.0
103,2,R,100,,0.375,LeftResponse,incorrect,True,11.0
104,2,L,400,,0.314,LeftResponse,correct,True,14.0
105,2,R,400,,0.264,RightResponse,correct,True,13.0
106,2,L,100,,0.374,LeftResponse,correct,True,14.0
107,2,R,0,,0.374,LeftResponse,incorrect,True,12.0
108,2,R,50,,0.315,LeftResponse,incorrect,True,17.0
109,2,L,200,,0.29,LeftResponse,correct,True,18.0
110,2,R,50,,0.328,LeftResponse,incorrect,True,20.0
111,2,L,50,,0.241,LeftResponse,correct,True,23.0
112,2,L,100,,0.399,LeftResponse,correct,True,13.0
113,2,L,50,,0.222,LeftResponse,correct,True,22.0
114,2,R,50,,0.238,LeftResponse,incorrect,True,21.0
115,2,R,200,,0.36,LeftResponse,incorrect,True,17.0
116,2,R,400,,0.358,LeftResponse,incorrect,True,12.0
117,2,R,0,,0.398,LeftResponse,incorrect,True,15.0
118,2,L,0,,0.244,LeftResponse,correct,True,18.0
119,2,L,400,,0.365,LeftResponse,correct,True,15.0
120,3,R,50,,0.315,RightResponse,correct,True,24.0
121,3,L,100,,0.309,LeftResponse,correct,True,12.0
122,3,L,400,,0.215,LeftResponse,correct,True,14.0
