trialIndex,blockId,arrowDirection,latency,blankDuration,fixationDurationInSec,response,result,isSaccade,blankDurationInFrameCount
0,0,R,400,,0.352,invalid,invalid,True,9.0
1,0,L,200,,0.357,RightResponse,incorrect,True,9.0
2,0,R,200,,0.309,RightResponse,correct,True,12.0
3,0,R,100,,0.269,RightResponse,correct,True,9.0
4,0,L,0,,0.281,LeftResponse,correct,True,9.0
5,0,R,50,,0.362,RightResponse,correct,True,9.0
6,0,L,400,,0.3,RightResponse,incorrect,True,9.0
7,0,R,50,,0.204,RightResponse,correct,True,8.0
8,0,L,50,,0.337,RightResponse,incorrect,True,7.0
9,0,L,0,,0.244,RightResponse,incorrect,True,8.0
10,0,R,50,,0.378,RightResponse,correct,True,10.0
11,0,R,200,,0.281,RightResponse,correct,True,11.0
12,0,L,200,,0.23,LeftResponse,correct,True,10.0
13,0,R,50,,0.313,RightResponse,correct,True,9.0
14,0,L,100,,0.304,LeftResponse,correct,True,8.0
15,0,L,100,,0.342,RightResponse,incorrect,True,7.0
16,0,R,100,,0.295,RightResponse,correct,True,10.0
17,0,L,0,,0.364,LeftResponse,correct,True,11.0
18,0,R,400,,0.341,RightResponse,correct,True,12.0
19,0,R,200,,0.263,RightResponse,correct,True,9.0
20,0,R,200,,0.221,RightResponse,correct,True,8.0
21,0,L,50,,0.398,LeftResponse,correct,True,8.0
22,0,L,200,,0.369,RightResponse,incorrect,True,7.0
23,0,R,0,,0.204,LeftResponse,incorrect,True,10.0
24,0,R,100,,0.254,LeftResponse,incorrect,True,9.0
25,0,L,200,,0.313,RightResponse,incorrect,True,10.0
26,0,L,100,,0.372,LeftResponse,correct,True,12.0
27,0,L,0,,0.249,LeftResponse,correct,True,13.0
28,0,L,400,,0.344,LeftResponse,correct,True,11.0
29,0,R,0,,0.21,RightResponse,correct,True,12.0
30,0,R,0,,0.391,LeftResponse,incorrect,True,11.0
31,0,L,400,,0.344,LeftResponse,correct,True,10.0
32,0,L,50,,0.354,RightResponse,incorrect,True,7.0
33,0,L,100,,0.332,LeftResponse,correct,True,11.0
34,0,R,400,,0.385,LeftResponse,incorrect,True,9.0
35,0,L,50,,0.309,LeftResponse,correct,True,10.0
36,0,R,100,,0.307,LeftResponse,incorrect,True,10.0
37,0,L,400,,0.204,RightResponse,incorrect,True,12.0
38,0,R,0,,0.249,LeftResponse,incorrect,True,14.0
39,0,R,400,,0.284,LeftResponse,incorrect,True,15.0
40,1,R,200,,0.364,RightResponse,correct,True,13.0
41,1,L,0,,0.354,RightResponse,incorrect,True,17.0
42,1,L,400,,0.319,RightResponse,incorrect,True,18.0
43,1,R,100,,0.27,RightResponse,correct,True,13.0
44,1,R,200,,0.201,RightResponse,correct,True,12.0
45,1,R,0,,0.378,LeftResponse,incorrect,True,20.0
46,1,L,0,,0.362,LeftResponse,correct,True,23.0
47,1,R,0,,0.264,RightResponse,correct,True,22.0
48,1,R,50,,0.283,RightResponse,correct,True,9.0
49,1,R,100,,0.2,LeftResponse,incorrect,True,12.0
50,1,R,0,,0.379,RightResponse,correct,True,21.0
51,1,L,400,,0.234,LeftResponse,correct,True,21.0
52,1,L,100,,0.305,RightResponse,incorrect,True,15.0
53,1,R,100,,0.235,RightResponse,correct,True,18.0
54,1,R,50,,0.288,RightResponse,correct,True,8.0
55,1,L,50,,0.378,RightResponse,incorrect,True,7.0
56,1,R,400,,0.287,RightResponse,correct,True,20.0
57,1,R,50,,0.233,RightResponse,correct,True,10.0
58,1,R,200,,0.226,RightResponse,correct,True,11.0
59,1,L,200,,0.366,RightResponse,incorrect,True,10.0
60,1,L,200,,0.38,RightResponse,incorrect,True,13.0
61,1,L,50,,0.317,LeftResponse,correct,True,9.0
62,1,R,400,,0.309,RightResponse,correct,True,19.0
63,1,L,100,,0.311,LeftResponse,correct,True,17.0
64,1,L,0,,0.237,RightResponse,incorrect,True,20.0
65,1,L,400,,0.294,RightResponse,incorrect,True,18.0
66,1,R,0,,0.259,RightResponse,correct,True,23.0
67,1,R,400,,0.226,LeftResponse,incorrect,True,21.0
68,1,L,200,,0.302,RightResponse,incorrect,True,16.0
69,1,L,200,,0.339,LeftResponse,correct,True,19.0
70,1,L,100,,0.397,RightResponse,incorrect,True,16.0
71,1,R,100,,0.251,RightResponse,correct,True,19.0
72,1,L,0,,0.204,LeftResponse,correct,True,22.0
73,1,R,50,,0.397,LeftResponse,incorrect,True,8.0
74,1,R,400,,0.372,RightResponse,correct,True,24.0
75,1,L,100,,0.318,LeftResponse,correct,True,18.0
76,1,R,200,,0.283,RightResponse,correct,True,18.0
77,1,L,400,,0.316,LeftResponse,correct,True,23.0
78,1,L,50,,0.297,RightResponse,incorrect,True,11.0
79,1,L,50,,0.259,LeftResponse,correct,True,14.0
80,2,R,100,,0.234,RightResponse,correct,True,17.0
81,2,L,0,,0.227,RightResponse,incorrect,True,21.0
82,2,R,100,,0.361,RightResponse,correct,True,16.0
83,2,R,50,,0.395,RightResponse,correct,True,13.0
84,2,L,200,,0.222,LeftResponse,correct,True,17.0
85,2,R,50,,0.384,RightResponse,correct,True,12.0
