trialIndex,blockId,arrowDirection,latency,blankDuration,fixationDurationInSec,response,result,isSaccade,blankDurationInFrameCount
0,0,L,400,,0.256,LeftResponse,correct,True,8.0
1,0,R,100,,0.266,invalid,invalid,True,8.0
2,0,R,400,,0.3,LeftResponse,incorrect,True,7.0
3,0,L,0,,0.261,RightResponse,incorrect,True,8.0
4,0,R,100,,0.303,LeftResponse,incorrect,True,8.0
5,0,L,50,,0.341,invalid,invalid,True,8.0
6,0,R,400,,0.322,invalid,invalid,False,10.0
7,0,R,50,,0.33,LeftResponse,incorrect,True,8.0
8,0,R,200,,0.339,RightResponse,correct,True,8.0
9,0,R,50,,0.257,invalid,invalid,True,11.0
10,0,L,400,,0.333,LeftResponse,correct,True,10.0
11,0,R,50,,0.377,invalid,invalid,True,11.0
12,0,L,0,,0.287,LeftResponse,correct,True,11.0
13,0,L,200,,0.232,LeftResponse,correct,True,7.0
14,0,L,50,,0.336,invalid,invalid,True,11.0
15,0,L,50,,0.392,LeftResponse,correct,True,11.0
16,0,R,0,,0.364,LeftResponse,incorrect,True,10.0
17,0,L,400,,0.234,RightResponse,incorrect,True,9.0
18,0,R,100,,0.386,invalid,invalid,True,11.0
19,0,L,200,,0.382,LeftResponse,correct,True,6.0
20,0,L,200,,0.392,RightResponse,incorrect,True,5.0
21,0,R,400,,0.371,LeftResponse,incorrect,True,12.0
22,0,L,0,,0.252,LeftResponse,correct,True,13.0
23,0,R,0,,0.344,RightResponse,correct,True,12.0
24,0,L,100,,0.353,LeftResponse,correct,True,11.0
25,0,L,0,,0.362,RightResponse,incorrect,True,11.0
26,0,L,100,,0.391,LeftResponse,correct,True,10.0
27,0,R,50,,0.232,RightResponse,correct,True,10.0
28,0,R,200,,0.386,RightResponse,correct,True,8.0
29,0,L,50,,0.245,invalid,invalid,True,9.0
30,0,R,0,,0.222,RightResponse,correct,True,14.0
31,0,L,400,,0.258,LeftResponse,correct,True,15.0
32,0,R,100,,0.243,invalid,invalid,True,9.0
33,0,R,0,,0.379,LeftResponse,incorrect,True,13.0
34,0,L,100,,0.284,RightResponse,incorrect,True,9.0
35,0,R,200,,0.297,LeftResponse,incorrect,True,7.0
36,0,L,100,,0.263,RightResponse,incorrect,True,12.0
37,0,R,400,,0.335,invalid,invalid,True,14.0
38,0,L,200,,0.307,LeftResponse,correct,True,10.0
39,0,R,200,,0.346,invalid,invalid,True,9.0
40,1,L,100,,0.307,LeftResponse,correct,True,15.0
41,1,R,400,,0.372,RightResponse,correct,True,14.0
42,1,L,400,,0.228,LeftResponse,correct,True,13.0
43,1,R,0,,0.216,RightResponse,correct,True,16.0
44,1,R,200,,0.388,LeftResponse,incorrect,True,9.0
45,1,L,400,,0.317,RightResponse,incorrect,True,12.0
46,1,R,50,,0.341,RightResponse,correct,True,9.0
47,1,R,200,,0.369,LeftResponse,incorrect,True,12.0
48,1,R,200,,0.256,LeftResponse,incorrect,True,15.0
49,1,R,400,,0.394,LeftResponse,incorrect,True,15.0
50,1,L,200,,0.326,LeftResponse,correct,True,18.0
51,1,L,400,,0.319,LeftResponse,correct,True,18.0
52,1,L,0,,0.315,LeftResponse,correct,True,15.0
53,1,R,0,,0.335,LeftResponse,incorrect,True,14.0
54,1,R,400,,0.307,RightResponse,correct,True,17.0
55,1,L,50,,0.303,RightResponse,incorrect,True,8.0
56,1,L,200,,0.265,LeftResponse,correct,True,17.0
57,1,R,200,,0.293,RightResponse,correct,True,16.0
