trialIndex,blockId,arrowDirection,latency,blankDuration,fixationDurationInSec,response,result,isSaccade,blankDurationInFrameCount
0,0,R,200,,0.38,RightResponse,correct,True,15.0
1,0,R,400,,0.295,LeftResponse,incorrect,True,15.0
2,0,R,400,,0.389,RightResponse,correct,True,18.0
3,0,L,0,,0.387,LeftResponse,correct,True,15.0
4,0,L,50,,0.376,LeftResponse,correct,True,15.0
5,0,L,0,,0.315,LeftResponse,correct,True,14.0
6,0,L,100,,0.293,LeftResponse,correct,True,15.0
7,0,R,100,,0.344,RightResponse,correct,True,14.0
8,0,R,50,,0.311,LeftResponse,incorrect,True,14.0
9,0,R,200,,0.31,LeftResponse,incorrect,True,14.0
10,0,L,200,,0.213,LeftResponse,correct,True,17.0
11,0,R,0,,0.326,RightResponse,correct,True,13.0
12,0,R,0,,0.235,RightResponse,correct,True,12.0
13,0,R,0,,0.356,LeftResponse,incorrect,True,11.0
14,0,L,100,,0.261,LeftResponse,correct,True,13.0
15,0,R,100,,0.321,RightResponse,correct,True,12.0
16,0,R,400,,0.355,LeftResponse,incorrect,True,17.0
17,0,L,200,,0.325,LeftResponse,correct,True,16.0
18,0,R,400,,0.389,RightResponse,correct,True,20.0
19,0,L,200,,0.212,LeftResponse,correct,True,15.0
20,0,R,100,,0.333,LeftResponse,incorrect,True,11.0
21,0,L,400,,0.373,LeftResponse,correct,True,19.0
22,0,L,200,,0.201,LeftResponse,correct,True,14.0
23,0,L,50,,0.356,invalid,invalid,True,17.0
24,0,L,400,,0.232,LeftResponse,correct,True,18.0
25,0,L,50,,0.354,LeftResponse,correct,True,17.0
26,0,L,100,,0.228,LeftResponse,correct,True,14.0
27,0,L,50,,0.383,invalid,invalid,True,16.0
28,0,L,400,,0.269,LeftResponse,correct,True,17.0
29,0,L,100,,0.256,LeftResponse,correct,True,13.0
30,0,R,200,,0.337,RightResponse,correct,True,13.0
31,0,R,0,,0.208,RightResponse,correct,True,14.0
32,0,R,200,,0.394,RightResponse,correct,True,12.0
33,0,L,0,,0.261,RightResponse,incorrect,True,13.0
34,0,L,400,,0.295,LeftResponse,correct,True,16.0
35,0,R,50,,0.219,RightResponse,correct,True,16.0
36,0,R,100,,0.259,LeftResponse,incorrect,True,12.0
37,0,R,50,,0.327,RightResponse,correct,True,15.0
38,0,L,0,,0.24,invalid,invalid,True,16.0
39,0,R,50,,0.264,RightResponse,correct,True,14.0
40,1,R,100,,0.36,invalid,invalid,True,15.0
41,1,L,200,,0.341,invalid,invalid,True,11.0
42,1,R,0,,0.254,invalid,invalid,True,16.0
43,1,L,0,,0.363,RightResponse,incorrect,True,16.0
44,1,L,50,,0.33,invalid,invalid,True,13.0
45,1,R,400,,0.239,RightResponse,correct,True,15.0
46,1,R,0,,0.292,RightResponse,correct,True,19.0
47,1,L,0,,0.27,LeftResponse,correct,True,18.0
48,1,L,200,,0.254,LeftResponse,correct,True,11.0
49,1,L,400,,0.22,invalid,invalid,True,14.0
50,1,R,50,,0.311,RightResponse,correct,True,13.0
51,1,L,400,,0.292,LeftResponse,correct,True,14.0
52,1,L,0,,0.312,LeftResponse,correct,True,17.0
53,1,L,400,,0.304,invalid,invalid,True,13.0
54,1,R,200,,0.243,LeftResponse,incorrect,True,10.0
55,1,R,400,,0.32,RightResponse,correct,True,13.0
56,1,L,50,,0.233,LeftResponse,correct,True,12.0
57,1,R,50,,0.209,LeftResponse,incorrect,True,11.0
58,1,R,50,,0.201,invalid,invalid,True,14.0
59,1,L,100,,0.333,invalid,invalid,True,15.0
60,1,R,200,,0.226,invalid,invalid,True,13.0
61,1,R,100,,0.247,LeftResponse,incorrect,True,15.0
62,1,L,400,,0.336,invalid,invalid,True,12.0
63,1,R,50,,0.357,RightResponse,correct,True,14.0
64,1,L,100,,0.233,LeftResponse,correct,True,18.0
65,1,L,50,,0.226,LeftResponse,correct,True,13.0
66,1,R,0,,0.348,RightResponse,correct,True,16.0
67,1,L,100,,0.387,LeftResponse,correct,True,17.0
68,1,L,200,,0.356,LeftResponse,correct,True,13.0
69,1,L,50,,0.214,invalid,invalid,True,12.0
70,1,R,400,,0.362,invalid,invalid,True,12.0
71,1,L,0,,0.293,LeftResponse,correct,True,15.0
72,1,L,200,,0.38,LeftResponse,correct,True,12.0
73,1,L,100,,0.265,LeftResponse,correct,True,16.0
74,1,R,200,,0.25,LeftResponse,incorrect,True,11.0
75,1,R,400,,0.325,RightResponse,correct,True,12.0
76,1,R,0,,0.309,RightResponse,correct,True,14.0
77,1,R,200,,0.282,RightResponse,correct,True,14.0
78,1,R,100,,0.251,RightResponse,correct,True,15.0
79,1,R,100,,0.222,RightResponse,correct,True,14.0
80,2,L,100,,0.387,invalid,invalid,True,13.0
81,2,R,0,,0.341,invalid,invalid,True,13.0
82,2,L,200,,0.351,invalid,invalid,True,13.0
83,2,R,400,,0.273,invalid,invalid,True,11.0
84,2,L,400,,0.236,invalid,invalid,True,11.0
85,2,R,50,,0.276,RightResponse,correct,True,12.0
86,2,R,200,,0.256,invalid,invalid,True,13.0
87,2,R,0,,0.387,invalid,invalid,True,13.0
88,2,R,50,,0.212,invalid,invalid,True,11.0
89,2,L,100,,0.297,LeftResponse,correct,True,13.0
90,2,R,400,,0.23,RightResponse,correct,True,11.0
91,2,L,200,,0.386,LeftResponse,correct,True,13.0
92,2,R,200,,0.249,invalid,invalid,True,12.0
93,2,R,200,,0.383,RightResponse,correct,True,12.0
94,2,R,400,,0.392,RightResponse,correct,True,10.0
95,2,R,50,,0.396,RightResponse,correct,True,11.0
96,2,R,50,,0.27,RightResponse,correct,True,10.0
97,2,L,0,,0.356,LeftResponse,correct,True,13.0
98,2,L,400,,0.245,invalid,invalid,True,9.0
99,2,L,0,,0.277,LeftResponse,correct,True,12.0
100,2,R,200,,0.324,RightResponse,correct,True,11.0
101,2,L,400,,0.311,LeftResponse,correct,True,9.0
102,2,R,100,,0.292,invalid,invalid,True,12.0
103,2,R,0,,0.38,RightResponse,correct,True,11.0
104,2,L,50,,0.362,LeftResponse,correct,True,9.0
105,2,L,100,,0.234,LeftResponse,correct,True,12.0
106,2,L,400,,0.277,LeftResponse,correct,True,8.0
107,2,R,0,,0.287,LeftResponse,incorrect,True,10.0
108,2,R,100,,0.339,RightResponse,correct,True,11.0
109,2,R,400,,0.314,invalid,invalid,True,7.0
110,2,L,0,,0.207,LeftResponse,correct,True,13.0
111,2,R,100,,0.354,LeftResponse,incorrect,True,10.0
112,2,L,50,,0.319,LeftResponse,correct,True,8.0
113,2,L,200,,0.258,LeftResponse,correct,True,10.0
114,2,L,0,,0.237,LeftResponse,correct,True,12.0
115,2,R,100,,0.384,RightResponse,correct,True,13.0
116,2,L,50,,0.259,RightResponse,incorrect,True,7.0
117,2,L,100,,0.288,LeftResponse,correct,True,12.0
118,2,L,200,,0.305,invalid,invalid,True,9.0
119,2,L,50,,0.367,LeftResponse,correct,True,10.0
120,3,R,100,,0.333,invalid,invalid,True,11.0
121,3,L,100,,0.298,invalid,invalid,False,11.0
122,3,L,50,,0.226,LeftResponse,correct,True,9.0
123,3,L,50,,0.267,invalid,invalid,True,8.0
124,3,L,200,,0.321,invalid,invalid,True,9.0
125,3,L,50,,0.378,LeftResponse,correct,True,8.0
126,3,R,0,,0.381,RightResponse,correct,True,11.0
127,3,L,0,,0.242,invalid,invalid,True,10.0
128,3,L,400,,0.283,invalid,invalid,True,7.0
129,3,L,0,,0.288,LeftResponse,correct,True,10.0
130,3,R,400,,0.304,invalid,invalid,True,7.0
131,3,L,200,,0.272,LeftResponse,correct,True,9.0
132,3,L,200,,0.273,invalid,invalid,True,8.0
133,3,L,100,,0.248,LeftResponse,correct,True,11.0
134,3,R,400,,0.315,LeftResponse,incorrect,True,7.0
135,3,L,100,,0.227,LeftResponse,correct,True,10.0
136,3,R,200,,0.347,RightResponse,correct,True,8.0
137,3,R,400,,0.362,LeftResponse,incorrect,True,10.0
138,3,R,100,,0.249,RightResponse,correct,True,9.0
139,3,L,400,,0.254,LeftResponse,correct,True,13.0
140,3,R,400,,0.252,RightResponse,correct,True,12.0
141,3,L,200,,0.21,LeftResponse,correct,True,7.0
142,3,R,50,,0.255,LeftResponse,incorrect,True,7.0
143,3,L,400,,0.286,RightResponse,incorrect,True,11.0
144,3,L,0,,0.343,LeftResponse,correct,True,9.0
145,3,L,400,,0.351,LeftResponse,correct,True,14.0
146,3,L,50,,0.385,LeftResponse,correct,True,10.0
147,3,L,0,,0.349,LeftResponse,correct,True,8.0
148,3,R,50,,0.262,RightResponse,correct,True,9.0
149,3,R,200,,0.388,RightResponse,correct,True,6.0
150,3,R,0,,0.241,RightResponse,correct,True,7.0
151,3,R,50,,0.379,LeftResponse,incorrect,True,8.0
152,3,R,50,,0.277,RightResponse,correct,True,11.0
153,3,L,100,,0.363,invalid,invalid,True,8.0
