trialIndex,blockId,arrowDirection,latency,blankDuration,fixationDurationInSec,response,result,isSaccade,blankDurationInFrameCount
0,0,L,100,,0.29,RightResponse,incorrect,True,8.0
1,0,R,400,,0.289,LeftResponse,incorrect,True,8.0
2,0,R,50,,0.354,RightResponse,correct,True,8.0
3,0,L,0,,0.378,RightResponse,incorrect,True,8.0
4,0,R,50,,0.266,RightResponse,correct,True,7.0
5,0,L,100,,0.257,LeftResponse,correct,True,11.0
6,0,L,50,,0.356,LeftResponse,correct,True,6.0
7,0,L,50,,0.348,RightResponse,incorrect,True,5.0
8,0,R,200,,0.285,LeftResponse,incorrect,True,8.0
9,0,L,400,,0.247,RightResponse,incorrect,True,11.0
10,0,R,50,,0.361,RightResponse,correct,True,8.0
11,0,R,0,,0.329,LeftResponse,incorrect,True,11.0
12,0,L,400,,0.369,RightResponse,incorrect,True,14.0
13,0,L,50,,0.343,LeftResponse,correct,True,7.0
14,0,L,0,,0.399,LeftResponse,correct,True,14.0
15,0,R,0,,0.389,RightResponse,correct,True,13.0
16,0,L,200,,0.33,LeftResponse,correct,True,11.0
17,0,R,0,,0.278,RightResponse,correct,True,12.0
18,0,R,100,,0.257,LeftResponse,incorrect,True,10.0
19,0,L,200,,0.375,LeftResponse,correct,True,10.0
20,0,R,200,,0.358,RightResponse,correct,True,9.0
21,0,R,400,,0.363,LeftResponse,incorrect,True,17.0
22,0,L,0,,0.234,RightResponse,incorrect,True,11.0
23,0,R,100,,0.273,RightResponse,correct,True,13.0
24,0,L,400,,0.336,RightResponse,incorrect,True,20.0
25,0,R,0,,0.221,LeftResponse,incorrect,True,14.0
26,0,R,50,,0.372,LeftResponse,incorrect,True,6.0
27,0,R,400,,0.286,LeftResponse,incorrect,True,23.0
28,0,R,200,,0.389,LeftResponse,incorrect,True,8.0
29,0,L,50,,0.306,RightResponse,incorrect,True,9.0
30,0,L,200,,0.332,RightResponse,incorrect,True,11.0
31,0,L,100,,0.282,LeftResponse,correct,True,12.0
32,0,L,0,,0.367,LeftResponse,correct,True,17.0
33,0,L,100,,0.37,LeftResponse,correct,True,11.0
34,0,R,400,,0.365,RightResponse,correct,True,26.0
35,0,L,200,,0.301,LeftResponse,correct,True,14.0
36,0,R,100,,0.232,RightResponse,correct,True,10.0
37,0,L,400,,0.234,LeftResponse,correct,True,25.0
38,0,R,100,,0.347,RightResponse,correct,True,9.0
39,0,R,200,,0.372,LeftResponse,incorrect,True,13.0
40,1,R,400,,0.327,invalid,invalid,True,24.0
41,1,L,400,,0.377,LeftResponse,correct,True,24.0
42,1,L,100,,0.392,LeftResponse,correct,True,8.0
43,1,L,200,,0.392,RightResponse,incorrect,True,16.0
44,1,R,100,,0.33,LeftResponse,incorrect,True,7.0
45,1,L,200,,0.382,LeftResponse,correct,True,19.0
46,1,R,0,,0.273,RightResponse,correct,True,16.0
47,1,R,400,,0.33,RightResponse,correct,True,23.0
48,1,L,100,,0.361,LeftResponse,correct,True,10.0
49,1,L,400,,0.391,LeftResponse,correct,True,22.0
50,1,L,400,,0.264,LeftResponse,correct,True,21.0
51,1,R,100,,0.378,LeftResponse,incorrect,True,9.0
52,1,R,200,,0.276,LeftResponse,incorrect,True,18.0
53,1,R,0,,0.296,RightResponse,correct,True,15.0
54,1,R,0,,0.306,RightResponse,correct,True,14.0
55,1,R,50,,0.343,RightResponse,correct,True,12.0
56,1,L,200,,0.254,LeftResponse,correct,True,21.0
57,1,L,100,,0.236,LeftResponse,correct,True,12.0
58,1,R,200,,0.392,RightResponse,correct,True,20.0
59,1,R,50,,0.318,LeftResponse,incorrect,True,11.0
60,1,R,0,,0.266,LeftResponse,incorrect,True,13.0
61,1,R,400,,0.228,RightResponse,correct,True,20.0
62,1,R,200,,0.211,LeftResponse,incorrect,True,19.0
63,1,R,200,,0.335,RightResponse,correct,True,22.0
64,1,L,400,,0.202,LeftResponse,correct,True,19.0
65,1,L,200,,0.313,LeftResponse,correct,True,21.0
66,1,L,0,,0.374,RightResponse,incorrect,True,16.0
67,1,R,100,,0.35,RightResponse,correct,True,11.0
68,1,R,400,,0.336,LeftResponse,incorrect,True,18.0
69,1,L,50,,0.243,LeftResponse,correct,True,14.0
70,1,L,100,,0.378,LeftResponse,correct,True,10.0
71,1,L,0,,0.212,LeftResponse,correct,True,19.0
72,1,L,0,,0.351,LeftResponse,correct,True,18.0
73,1,L,0,,0.234,LeftResponse,correct,True,17.0
74,1,R,100,,0.212,LeftResponse,incorrect,True,9.0
75,1,R,50,,0.316,RightResponse,correct,True,13.0
76,1,L,50,,0.368,LeftResponse,correct,True,12.0
77,1,L,50,,0.362,LeftResponse,correct,True,11.0
78,1,R,50,,0.397,LeftResponse,incorrect,False,10.0
79,1,L,50,,0.226,LeftResponse,correct,True,10.0
80,2,L,400,,0.253,invalid,invalid,True,21.0
81,2,L,50,,0.38,RightResponse,incorrect,True,9.0
82,2,R,200,,0.217,RightResponse,correct,True,20.0
83,2,R,0,,0.3,LeftResponse,incorrect,True,16.0
84,2,R,400,,0.308,RightResponse,correct,True,21.0
85,2,L,400,,0.212,LeftResponse,correct,True,20.0
86,2,R,0,,0.356,RightResponse,correct,True,19.0
87,2,L,100,,0.373,LeftResponse,correct,True,12.0
88,2,R,50,,0.343,RightResponse,correct,True,12.0
89,2,L,400,,0.21,LeftResponse,correct,True,19.0
90,2,R,200,,0.331,RightResponse,correct,True,19.0
91,2,L,0,,0.316,LeftResponse,correct,True,18.0
92,2,L,200,,0.28,LeftResponse,correct,True,18.0
93,2,L,200,,0.237,LeftResponse,correct,True,17.0
94,2,R,100,,0.221,RightResponse,correct,True,11.0
95,2,R,100,,0.383,RightResponse,correct,True,10.0
96,2,L,0,,0.358,LeftResponse,correct,True,17.0
97,2,R,400,,0.243,RightResponse,correct,True,18.0
98,2,R,0,,0.366,RightResponse,correct,True,16.0
99,2,R,0,,0.326,LeftResponse,incorrect,True,15.0
100,2,R,100,,0.275,RightResponse,correct,True,9.0
101,2,R,400,,0.339,RightResponse,correct,True,17.0
102,2,L,400,,0.396,LeftResponse,correct,True,16.0
