trialIndex,blockId,arrowDirection,latency,blankDuration,fixationDurationInSec,response,result,isSaccade,blankDurationInFrameCount
0,0,R,100,,0.229,invalid,invalid,True,4.0
1,0,R,200,,0.398,invalid,invalid,True,4.0
2,0,L,100,,0.347,NoResponse,incorrect,False,4.0
3,0,R,0,,0.216,RightResponse,correct,False,4.0
4,0,L,0,,0.226,RightResponse,incorrect,True,4.0
5,0,L,200,,0.246,RightResponse,incorrect,False,4.0
6,0,L,200,,0.37,NoResponse,incorrect,True,4.0
7,0,R,50,,0.278,RightResponse,correct,False,4.0
8,0,R,100,,0.345,RightResponse,correct,True,4.0
9,0,L,100,,0.254,LeftResponse,correct,True,3.0
10,0,L,200,,0.248,LeftResponse,correct,True,7.0
11,0,R,0,,0.356,LeftResponse,incorrect,True,7.0
12,0,L,100,,0.374,RightResponse,incorrect,True,2.0
13,0,L,50,,0.325,RightResponse,incorrect,True,4.0
14,0,L,400,,0.364,NoResponse,incorrect,True,4.0
15,0,R,200,,0.346,RightResponse,correct,True,6.0
16,0,R,50,,0.208,LeftResponse,incorrect,True,7.0
17,0,R,400,,0.389,invalid,invalid,True,7.0
18,0,L,400,,0.205,RightResponse,incorrect,True,7.0
19,0,L,0,,0.376,NoResponse,incorrect,True,10.0
20,0,R,0,,0.234,NoResponse,incorrect,True,13.0
21,0,L,0,,0.326,RightResponse,incorrect,True,16.0
22,0,L,400,,0.262,invalid,invalid,True,10.0
23,0,R,100,,0.385,NoResponse,incorrect,True,5.0
24,0,R,50,,0.371,RightResponse,correct,True,10.0
25,0,R,100,,0.227,LeftResponse,incorrect,True,8.0
26,0,L,200,,0.306,NoResponse,incorrect,True,5.0
27,0,R,400,,0.212,RightResponse,correct,True,10.0
28,0,R,400,,0.21,NoResponse,incorrect,True,9.0
29,0,L,100,,0.286,LeftResponse,correct,True,11.0
30,0,L,50,,0.269,LeftResponse,correct,True,9.0
31,0,L,50,,0.27,LeftResponse,correct,True,8.0
32,0,L,400,,0.212,LeftResponse,correct,True,12.0
33,0,L,0,,0.297,LeftResponse,correct,False,19.0
34,0,R,0,,0.225,RightResponse,correct,True,19.0
35,0,R,200,,0.329,LeftResponse,incorrect,True,8.0
36,0,R,50,,0.295,LeftResponse,incorrect,False,7.0
37,0,R,200,,0.322,NoResponse,incorrect,True,11.0
38,0,R,400,,0.362,LeftResponse,incorrect,True,11.0
39,0,L,50,,0.362,LeftResponse,correct,True,7.0
40,1,L,0,,0.388,NoResponse,incorrect,True,18.0
41,1,R,100,,0.324,LeftResponse,incorrect,True,10.0
42,1,L,50,,0.381,RightResponse,incorrect,True,6.0
43,1,R,200,,0.35,RightResponse,correct,True,14.0
44,1,R,100,,0.216,LeftResponse,incorrect,False,13.0
45,1,L,0,,0.284,LeftResponse,correct,True,21.0
46,1,L,50,,0.293,LeftResponse,correct,True,9.0
47,1,R,0,,0.256,RightResponse,correct,True,20.0
48,1,R,50,,0.351,LeftResponse,incorrect,True,8.0
49,1,R,400,,0.201,RightResponse,correct,True,14.0
50,1,L,400,,0.387,LeftResponse,correct,True,13.0
51,1,R,400,,0.285,RightResponse,correct,True,12.0
52,1,R,0,,0.298,RightResponse,correct,True,19.0
53,1,L,200,,0.344,LeftResponse,correct,True,13.0
54,1,R,50,,0.213,RightResponse,correct,True,11.0
55,1,R,100,,0.285,RightResponse,correct,True,13.0
56,1,R,0,,0.244,LeftResponse,incorrect,True,18.0
57,1,L,100,,0.332,LeftResponse,correct,True,12.0
58,1,L,0,,0.3,LeftResponse,correct,True,21.0
59,1,L,50,,0.21,LeftResponse,correct,True,10.0
60,1,R,400,,0.203,RightResponse,correct,True,11.0
61,1,L,200,,0.331,LeftResponse,correct,True,12.0
62,1,L,400,,0.223,LeftResponse,correct,True,10.0
63,1,L,100,,0.234,LeftResponse,correct,True,11.0
64,1,L,50,,0.215,LeftResponse,correct,True,9.0
65,1,R,50,,0.298,RightResponse,correct,True,8.0
66,1,R,200,,0.334,LeftResponse,incorrect,True,11.0
67,1,L,400,,0.285,LeftResponse,correct,True,9.0
68,1,L,0,,0.23,LeftResponse,correct,True,20.0
69,1,L,100,,0.205,LeftResponse,correct,True,10.0
70,1,R,400,,0.303,LeftResponse,incorrect,True,8.0
71,1,L,100,,0.356,LeftResponse,correct,True,9.0
72,1,R,200,,0.358,RightResponse,correct,True,14.0
73,1,R,200,,0.214,RightResponse,correct,True,13.0
74,1,L,200,,0.312,LeftResponse,correct,True,12.0
75,1,R,100,,0.386,RightResponse,correct,True,8.0
76,1,R,0,,0.248,RightResponse,correct,True,19.0
77,1,L,200,,0.234,LeftResponse,correct,True,11.0
78,1,R,50,,0.385,LeftResponse,incorrect,True,7.0
79,1,L,400,,0.232,invalid,invalid,True,11.0
80,2,L,400,,0.38,LeftResponse,correct,True,11.0
81,2,L,100,,0.271,RightResponse,incorrect,True,7.0
82,2,R,100,,0.206,RightResponse,correct,True,10.0
83,2,R,0,,0.296,RightResponse,correct,True,18.0
84,2,R,50,,0.221,RightResponse,correct,True,10.0
