trialIndex,blockId,arrowDirection,latency,blankDuration,fixationDurationInSec,response,result,isSaccade,blankDurationInFrameCount
0,0,R,100,,0.298,RightResponse,correct,True,5.0
1,0,R,400,,0.361,NoResponse,incorrect,True,5.0
2,0,L,400,,0.384,RightResponse,incorrect,True,8.0
3,0,L,100,,0.239,RightResponse,incorrect,True,4.0
4,0,L,0,,0.375,LeftResponse,correct,True,5.0
5,0,R,50,,0.389,RightResponse,correct,True,5.0
6,0,L,0,,0.357,RightResponse,incorrect,True,4.0
7,0,L,50,,0.241,LeftResponse,correct,True,4.0
8,0,L,200,,0.298,RightResponse,incorrect,True,5.0
9,0,L,0,,0.247,RightResponse,incorrect,True,7.0
10,0,R,0,,0.239,invalid,invalid,True,10.0
11,0,R,50,,0.307,RightResponse,correct,True,3.0
12,0,R,400,,0.28,RightResponse,correct,True,11.0
13,0,R,200,,0.243,RightResponse,correct,True,8.0
14,0,L,0,,0.243,LeftResponse,correct,True,10.0
15,0,R,0,,0.288,LeftResponse,incorrect,True,9.0
16,0,R,100,,0.262,RightResponse,correct,True,7.0
17,0,L,50,,0.325,RightResponse,incorrect,True,2.0
18,0,L,50,,0.389,LeftResponse,correct,True,5.0
19,0,R,400,,0.336,RightResponse,correct,True,10.0
20,0,L,100,,0.351,RightResponse,incorrect,True,6.0
21,0,R,100,,0.3,RightResponse,correct,True,9.0
22,0,R,100,,0.347,invalid,invalid,True,8.0
23,0,L,200,,0.28,RightResponse,incorrect,True,7.0
24,0,L,50,,0.39,LeftResponse,correct,True,4.0
25,0,R,200,,0.294,LeftResponse,incorrect,True,10.0
26,0,L,200,,0.395,LeftResponse,correct,True,13.0
27,0,R,0,,0.278,LeftResponse,incorrect,True,12.0
28,0,R,400,,0.205,RightResponse,correct,True,9.0
29,0,L,400,,0.274,RightResponse,incorrect,True,8.0
30,0,R,50,,0.31,RightResponse,correct,True,3.0
31,0,R,200,,0.27,RightResponse,correct,True,12.0
32,0,L,400,,0.381,RightResponse,incorrect,True,11.0
33,0,L,100,,0.289,LeftResponse,correct,True,8.0
34,0,L,200,,0.207,RightResponse,incorrect,True,11.0
35,0,L,400,,0.395,RightResponse,incorrect,True,14.0
36,0,R,50,,0.21,RightResponse,correct,True,2.0
37,0,L,100,,0.296,RightResponse,incorrect,True,7.0
38,0,R,0,,0.207,LeftResponse,incorrect,True,15.0
39,0,R,200,,0.246,RightResponse,correct,True,14.0
40,1,R,100,,0.238,LeftResponse,incorrect,True,10.0
41,1,L,200,,0.239,RightResponse,incorrect,True,13.0
42,1,R,400,,0.253,RightResponse,correct,True,17.0
43,1,R,400,,0.276,RightResponse,correct,True,16.0
44,1,L,50,,0.292,RightResponse,incorrect,True,1.0
45,1,L,0,,0.339,RightResponse,incorrect,False,18.0
46,1,R,50,,0.341,RightResponse,correct,True,4.0
47,1,R,0,,0.347,invalid,invalid,True,18.0
48,1,R,200,,0.346,RightResponse,correct,True,16.0
49,1,L,200,,0.316,RightResponse,incorrect,True,15.0
50,1,L,200,,0.398,RightResponse,incorrect,True,18.0
51,1,L,100,,0.277,invalid,invalid,True,13.0
52,1,R,200,,0.386,RightResponse,correct,True,21.0
53,1,R,400,,0.225,RightResponse,correct,True,15.0
54,1,L,0,,0.321,RightResponse,incorrect,True,18.0
55,1,L,0,,0.21,RightResponse,incorrect,True,21.0
56,1,R,400,,0.207,invalid,invalid,True,14.0
57,1,L,400,,0.254,RightResponse,incorrect,True,14.0
58,1,R,100,,0.235,RightResponse,correct,True,13.0
59,1,R,50,,0.365,RightResponse,correct,True,3.0
60,1,R,0,,0.27,LeftResponse,incorrect,True,24.0
61,1,R,200,,0.246,RightResponse,correct,True,20.0
62,1,R,0,,0.212,invalid,invalid,True,27.0
63,1,R,100,,0.26,RightResponse,correct,True,12.0
64,1,L,50,,0.274,RightResponse,incorrect,True,2.0
65,1,R,50,,0.262,RightResponse,correct,True,5.0
66,1,R,100,,0.346,RightResponse,correct,True,11.0
67,1,L,100,,0.338,RightResponse,incorrect,True,10.0
68,1,L,0,,0.21,RightResponse,incorrect,True,27.0
69,1,R,50,,0.396,invalid,invalid,True,4.0
70,1,L,50,,0.297,invalid,invalid,True,4.0
71,1,L,200,,0.304,invalid,invalid,True,19.0
72,1,L,400,,0.368,invalid,invalid,True,17.0
73,1,L,400,,0.278,invalid,invalid,True,17.0
74,1,R,200,,0.371,invalid,invalid,True,19.0
75,1,L,100,,0.34,RightResponse,incorrect,True,13.0
76,1,L,50,,0.222,RightResponse,incorrect,True,4.0
77,1,L,400,,0.259,RightResponse,incorrect,True,17.0
78,1,L,100,,0.22,invalid,invalid,True,16.0
79,1,R,0,,0.321,RightResponse,correct,True,30.0
80,2,L,400,,0.221,RightResponse,incorrect,True,20.0
81,2,R,50,,0.233,invalid,invalid,True,7.0
82,2,R,200,,0.275,invalid,invalid,True,19.0
83,2,L,200,,0.328,invalid,invalid,True,19.0
84,2,L,400,,0.286,RightResponse,incorrect,True,23.0
85,2,R,400,,0.317,invalid,invalid,True,26.0
86,2,L,400,,0.244,invalid,invalid,True,26.0
87,2,L,200,,0.287,invalid,invalid,True,19.0
88,2,R,50,,0.211,RightResponse,correct,True,7.0
89,2,L,200,,0.211,invalid,invalid,True,19.0
90,2,R,0,,0.244,invalid,invalid,True,29.0
91,2,L,0,,0.278,invalid,invalid,True,29.0
92,2,R,200,,0.301,invalid,invalid,True,19.0
93,2,L,50,,0.348,invalid,invalid,True,6.0
94,2,L,100,,0.326,invalid,invalid,True,16.0
95,2,R,400,,0.293,invalid,invalid,True,26.0
96,2,R,50,,0.378,invalid,invalid,True,6.0
97,2,L,0,,0.275,invalid,invalid,True,29.0
98,2,R,400,,0.398,invalid,invalid,True,26.0
99,2,L,400,,0.398,RightResponse,incorrect,True,26.0
100,2,R,200,,0.232,invalid,invalid,True,19.0
101,2,L,100,,0.369,invalid,invalid,True,16.0
102,2,R,0,,0.35,invalid,invalid,True,29.0
103,2,L,50,,0.332,RightResponse,incorrect,True,6.0
104,2,L,0,,0.297,invalid,invalid,True,29.0
