trialIndex,blockId,arrowDirection,latency,blankDuration,fixationDurationInSec,response,result,isSaccade,blankDurationInFrameCount
0,0,R,400,,0.237,RightResponse,correct,True,4.0
1,0,L,50,,0.217,RightResponse,incorrect,True,4.0
2,0,R,400,,0.215,RightResponse,correct,True,3.0
3,0,L,400,,0.31,RightResponse,incorrect,True,2.0
4,0,L,0,,0.358,LeftResponse,correct,True,4.0
5,0,L,400,,0.271,RightResponse,incorrect,True,5.0
6,0,L,400,,0.367,RightResponse,incorrect,False,8.0
7,0,R,100,,0.273,LeftResponse,incorrect,False,4.0
8,0,R,50,,0.334,RightResponse,correct,True,7.0
9,0,R,200,,0.307,RightResponse,correct,False,4.0
10,0,L,200,,0.335,RightResponse,incorrect,False,4.0
11,0,R,200,,0.215,RightResponse,correct,True,4.0
12,0,L,50,,0.313,LeftResponse,correct,True,6.0
13,0,R,100,,0.203,RightResponse,correct,False,4.0
14,0,R,50,,0.31,RightResponse,correct,True,5.0
15,0,L,200,,0.211,RightResponse,incorrect,False,3.0
16,0,R,100,,0.386,RightResponse,correct,True,4.0
17,0,L,100,,0.26,RightResponse,incorrect,False,3.0
18,0,R,0,,0.264,LeftResponse,incorrect,True,3.0
19,0,L,400,,0.317,RightResponse,incorrect,False,8.0
20,0,L,50,,0.229,LeftResponse,correct,True,4.0
21,0,R,100,,0.229,LeftResponse,incorrect,False,3.0
22,0,L,50,,0.234,RightResponse,incorrect,True,3.0
23,0,R,50,,0.347,LeftResponse,incorrect,True,6.0
24,0,L,100,,0.348,RightResponse,incorrect,True,3.0
25,0,R,200,,0.201,RightResponse,correct,True,3.0
26,0,R,50,,0.263,LeftResponse,incorrect,True,9.0
27,0,L,0,,0.221,RightResponse,incorrect,False,6.0
28,0,R,0,,0.262,RightResponse,correct,False,6.0
29,0,R,200,,0.298,LeftResponse,incorrect,True,2.0
30,0,R,400,,0.248,RightResponse,correct,True,8.0
31,0,L,0,,0.208,RightResponse,incorrect,True,6.0
32,0,R,0,,0.395,RightResponse,correct,False,9.0
33,0,R,400,,0.338,RightResponse,correct,True,7.0
34,0,L,200,,0.31,LeftResponse,correct,True,5.0
35,0,L,0,,0.242,RightResponse,incorrect,True,9.0
36,0,L,200,,0.332,LeftResponse,correct,True,4.0
37,0,R,0,,0.38,LeftResponse,incorrect,False,12.0
38,0,L,100,,0.289,RightResponse,incorrect,False,6.0
39,0,L,100,,0.216,LeftResponse,correct,True,6.0
40,1,L,0,,0.276,RightResponse,incorrect,False,12.0
41,1,L,0,,0.378,LeftResponse,correct,True,12.0
42,1,R,50,,0.374,RightResponse,correct,True,12.0
43,1,R,200,,0.256,RightResponse,correct,True,3.0
44,1,R,400,,0.332,RightResponse,correct,True,6.0
45,1,L,0,,0.273,RightResponse,incorrect,True,11.0
46,1,R,50,,0.201,RightResponse,correct,True,11.0
47,1,R,50,,0.36,RightResponse,correct,True,10.0
48,1,R,400,,0.206,RightResponse,correct,True,5.0
49,1,L,50,,0.241,RightResponse,incorrect,True,9.0
50,1,L,50,,0.365,LeftResponse,correct,True,12.0
51,1,R,400,,0.201,RightResponse,correct,True,4.0
52,1,L,100,,0.343,RightResponse,incorrect,True,5.0
53,1,R,0,,0.339,LeftResponse,incorrect,True,14.0
54,1,R,50,,0.293,RightResponse,correct,False,11.0
55,1,R,400,,0.32,RightResponse,correct,True,3.0
56,1,R,200,,0.395,LeftResponse,incorrect,True,2.0
57,1,L,400,,0.206,RightResponse,incorrect,True,2.0
58,1,L,200,,0.356,LeftResponse,correct,True,5.0
59,1,R,100,,0.271,RightResponse,correct,True,8.0
60,1,L,100,,0.266,LeftResponse,correct,True,7.0
61,1,L,400,,0.363,RightResponse,incorrect,True,5.0
62,1,L,400,,0.287,RightResponse,incorrect,True,8.0
63,1,R,0,,0.263,RightResponse,correct,False,17.0
64,1,L,200,,0.298,RightResponse,incorrect,False,4.0
65,1,L,50,,0.398,LeftResponse,correct,True,11.0
66,1,R,100,,0.32,RightResponse,correct,True,6.0
67,1,L,100,,0.38,RightResponse,incorrect,False,5.0
68,1,R,0,,0.342,RightResponse,correct,True,17.0
69,1,L,100,,0.344,RightResponse,incorrect,True,5.0
70,1,L,200,,0.383,LeftResponse,correct,True,4.0
71,1,L,0,,0.31,LeftResponse,correct,False,16.0
72,1,R,100,,0.335,RightResponse,correct,True,8.0
73,1,L,50,,0.269,RightResponse,incorrect,True,10.0
74,1,R,200,,0.356,LeftResponse,incorrect,True,3.0
75,1,L,400,,0.265,RightResponse,incorrect,True,11.0
76,1,R,0,,0.233,RightResponse,correct,True,16.0
77,1,R,200,,0.397,RightResponse,correct,True,6.0
78,1,L,200,,0.323,RightResponse,incorrect,True,5.0
79,1,R,100,,0.245,RightResponse,correct,True,7.0
80,2,R,200,,0.26,LeftResponse,incorrect,True,8.0
81,2,L,200,,0.351,RightResponse,incorrect,True,11.0
82,2,L,0,,0.224,RightResponse,incorrect,True,15.0
83,2,L,50,,0.332,LeftResponse,correct,True,13.0
84,2,L,100,,0.381,RightResponse,incorrect,True,6.0
85,2,L,100,,0.365,RightResponse,incorrect,True,9.0
86,2,L,400,,0.215,RightResponse,incorrect,True,14.0
87,2,R,400,,0.21,RightResponse,correct,True,17.0
88,2,L,50,,0.214,LeftResponse,correct,True,12.0
89,2,R,0,,0.293,RightResponse,correct,True,18.0
90,2,R,50,,0.352,RightResponse,correct,True,11.0
91,2,R,400,,0.345,RightResponse,correct,True,16.0
92,2,L,0,,0.272,RightResponse,incorrect,True,17.0
93,2,R,0,,0.217,RightResponse,correct,True,20.0
94,2,R,0,,0.235,RightResponse,correct,True,19.0
95,2,L,100,,0.234,LeftResponse,correct,True,12.0
96,2,L,400,,0.31,RightResponse,incorrect,True,15.0
