trialIndex,blockId,arrowDirection,latency,blankDuration,fixationDurationInSec,response,result,isSaccade,blankDurationInFrameCount
0,0,L,100,,0.357,LeftResponse,correct,True,8.0
1,0,L,400,,0.295,LeftResponse,correct,True,8.0
2,0,R,100,,0.302,RightResponse,correct,False,7.0
3,0,R,200,,0.276,LeftResponse,incorrect,False,8.0
4,0,L,400,,0.271,LeftResponse,correct,True,7.0
5,0,R,400,,0.223,LeftResponse,incorrect,True,6.0
6,0,R,100,,0.327,LeftResponse,incorrect,True,7.0
7,0,R,400,,0.222,RightResponse,correct,True,9.0
8,0,L,200,,0.389,LeftResponse,correct,False,8.0
9,0,R,100,,0.314,LeftResponse,incorrect,True,10.0
10,0,R,0,,0.324,LeftResponse,incorrect,True,8.0
11,0,R,0,,0.389,LeftResponse,incorrect,True,11.0
12,0,R,200,,0.252,LeftResponse,incorrect,True,8.0
13,0,L,50,,0.356,LeftResponse,correct,True,8.0
14,0,R,0,,0.236,RightResponse,correct,True,14.0
15,0,R,400,,0.307,LeftResponse,incorrect,True,8.0
16,0,L,0,,0.313,RightResponse,incorrect,False,13.0
17,0,L,100,,0.236,LeftResponse,correct,True,13.0
18,0,L,0,,0.246,LeftResponse,correct,True,13.0
19,0,R,200,,0.256,LeftResponse,incorrect,True,11.0
20,0,R,50,,0.309,RightResponse,correct,True,7.0
21,0,L,50,,0.352,LeftResponse,correct,True,6.0
22,0,L,200,,0.29,LeftResponse,correct,True,14.0
23,0,L,50,,0.354,LeftResponse,correct,True,5.0
24,0,R,50,,0.299,LeftResponse,incorrect,True,4.0
25,0,L,0,,0.211,LeftResponse,correct,True,12.0
26,0,R,100,,0.215,LeftResponse,incorrect,True,12.0
27,0,R,0,,0.207,LeftResponse,incorrect,True,11.0
28,0,L,400,,0.341,LeftResponse,correct,True,11.0
29,0,L,100,,0.35,LeftResponse,correct,True,15.0
30,0,L,0,,0.386,RightResponse,incorrect,True,14.0
31,0,R,200,,0.28,LeftResponse,incorrect,True,13.0
32,0,L,50,,0.283,LeftResponse,correct,False,7.0
33,0,R,400,,0.394,LeftResponse,incorrect,True,10.0
34,0,R,50,,0.373,LeftResponse,incorrect,True,7.0
35,0,R,50,,0.234,LeftResponse,incorrect,True,10.0
36,0,L,400,,0.362,LeftResponse,correct,True,13.0
37,0,L,200,,0.293,LeftResponse,correct,True,16.0
38,0,L,200,,0.233,LeftResponse,correct,True,15.0
39,0,L,100,,0.258,LeftResponse,correct,True,14.0
